onset	duration	trial_type	rt	resp	gender	image_left	image_right
0.600339199998416	3.0006863999879	decision	1.03313700004946	left	D	DD017.jpg	DD018.jpg
4.15039229998365	1.01664859999437	loss	NaN	n/a	n/a	DD017.jpg	DD018.jpg
11.100494400016	3.00123139994685	decision	1.28311249997932	left	D	DD035.jpg	DD036.jpg
14.6504640999483	1.01669010007754	win	NaN	n/a	n/a	DD035.jpg	DD036.jpg
21.6007090000203	3.00203370000236	decision	1.28392319998238	right	D	DD021.jpg	DD022.jpg
25.1504899000283	1.00002179993317	loss	NaN	n/a	n/a	DD021.jpg	DD022.jpg
32.0673459999962	3.00038870004937	decision	1.28328380000312	left	S	SD025.jpg	SD026.jpg
35.617429099977	1.01677780004684	loss	NaN	n/a	n/a	SD025.jpg	SD026.jpg
38.3673842999851	3.0012027999619	decision	1.53319570003077	left	S	SD027.jpg	SD028.jpg
41.9176694999915	1.01673240005039	loss	NaN	n/a	n/a	SD027.jpg	SD028.jpg
44.6509052000474	3.00135439995211	decision	1.53257239994127	left	S	SD023.jpg	SD024.jpg
48.2008744999766	1.00021830003243	win	NaN	n/a	n/a	SD023.jpg	SD024.jpg
50.9343118999386	3.00184430007357	decision	1.28238610003609	right	D	DD037.jpg	DD038.jpg
54.4841967000393	1.0001242000144	win	NaN	n/a	n/a	DD037.jpg	DD038.jpg
59.3176721000345	3.00166589999571	decision	1.53330469992943	right	S	SD011.jpg	SD012.jpg
62.8677714000223	1.0164880999364	loss	NaN	n/a	n/a	SD011.jpg	SD012.jpg
67.7011753999395	3.00173650006764	decision	1.28337910003029	left	D	DD009.jpg	DD010.jpg
71.2510985999834	1.000127300038	win	NaN	n/a	n/a	DD009.jpg	DD010.jpg
73.9679245000007	3.00172479997855	decision	1.28376709995791	right	D	DD027.jpg	DD028.jpg
77.5179282999597	1.01661160006188	win	NaN	n/a	n/a	DD027.jpg	DD028.jpg
82.3846616999945	3.00204419996589	decision	1.53389419999439	left	D	DD015.jpg	DD016.jpg
85.9345820000162	1.00007219996769	loss	NaN	n/a	n/a	DD015.jpg	DD016.jpg
92.8681699000299	3.00196169991978	decision	1.03361809998751	right	S	SD029.jpg	SD030.jpg
96.4179644000251	1.0001647999743	loss	NaN	n/a	n/a	SD029.jpg	SD030.jpg
101.234890099964	3.00221860001329	decision	1.2828474000562	right	S	SD015.jpg	SD016.jpg
104.784907600028	1.00000599992927	win	NaN	n/a	n/a	SD015.jpg	SD016.jpg
111.701858300017	3.00199160003103	decision	1.28283899999224	left	S	SD007.jpg	SD008.jpg
115.251704100054	1.01667629997246	win	NaN	n/a	n/a	SD007.jpg	SD008.jpg
120.101774999988	3.00162400002591	decision	1.53346810000949	left	S	SD017.jpg	SD018.jpg
123.651887899963	1.01657249999698	win	NaN	n/a	n/a	SD017.jpg	SD018.jpg
126.401960900053	3.00112329993863	decision	1.78343979991041	right	D	DD033.jpg	DD034.jpg
129.951758299954	1.00014980009291	win	NaN	n/a	n/a	DD033.jpg	DD034.jpg
132.68534960004	3.00119909993373	decision	1.53319749992806	right	D	DD007.jpg	DD008.jpg
136.235388700035	1.01642409991473	loss	NaN	n/a	n/a	DD007.jpg	DD008.jpg
138.968560299953	3.00160770001821	decision	1.53395740000997	right	D	DD023.jpg	DD024.jpg
142.518629399943	1.00002060004044	loss	NaN	n/a	n/a	DD023.jpg	DD024.jpg
155.752198199974	3.00186560000293	decision	1.28253620001487	left	S	SD009.jpg	SD010.jpg
159.302112799953	1.00010460009798	loss	NaN	n/a	n/a	SD009.jpg	SD010.jpg
