subject	session	task	run	events_path	events_sha256	expected_trials	response_trials	trial_count_complete	misses	miss_fraction	response_fraction	first_miss_trial	last_miss_trial	longest_miss_streak	longest_miss_streak_start_trial	terminal_miss_streak	terminal_miss_start_trial	terminal_miss_start_onset_sec	terminal_affected_duration_sec	preterminal_trials	preterminal_misses	preterminal_miss_fraction	retained_trial_fraction_if_terminal_trimmed	overall_miss_rule_failed	terminal_failure_candidate	salvage_review_candidate	review_status	review_reasons	miss_pattern
10369	01	socialdoors	1	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-socialdoors_run-1_events.tsv	6bf8ded6f3ff14ce3edafabb03d8fb2c2ba7038951fa74822d76dc4256351e58	40	40	true	1	0.025	0.975	14	14	1	14	0				40	1	0.025	1	false	false	false	pass		.............M..........................
10369	01	trust	1	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-trust_run-1_events.tsv	8ef200bd33371be4affb3888f55245da6845a1da111fc4c898e4d8d33819cba1	42	42	true	1	0.02381	0.97619	7	7	1	7	0				42	1	0.02381	1	false	false	false	pass		......M...................................
10369	01	ugr	1	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-ugr_run-1_events.tsv	b1c026e82705330f2efd8458600bf86766ccf9ceaaa9e1fe8dc9edc11482fa74	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10369	01	ugr	2	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-ugr_run-2_events.tsv	fc23294164e1510d9290ebb717ddf105d952fe5529b4d6585bf02939f3a8bc9a	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10402	01	doors	1	bids/sub-10402/ses-01/func/sub-10402_ses-01_task-doors_run-1_events.tsv	0ce98ccba47b6df5baae19b3fb78b2debb95836b4cf1d511cf4e1b11bfda212d	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10402	01	sharedreward	1	bids/sub-10402/ses-01/func/sub-10402_ses-01_task-sharedreward_run-1_events.tsv	24cbec0651c0865197e4c60f6db84a0280c070a793069516a7f34288eb849a07	54	54	true	1	0.018519	0.981481	29	29	1	29	0				54	1	0.018519	1	false	false	false	pass		............................M.........................
10402	01	sharedreward	2	bids/sub-10402/ses-01/func/sub-10402_ses-01_task-sharedreward_run-2_events.tsv	6bdfef61764bf6361fff1921313444a15ce71f726ac69b9d21a6e53b3a1e8c31	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10402	01	socialdoors	1	bids/sub-10402/ses-01/func/sub-10402_ses-01_task-socialdoors_run-1_events.tsv	688f11634bf105ddfde6c4b8b253fb55e81617f5607245bca2ecd3dd9dbd7da3	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10402	01	trust	1	bids/sub-10402/ses-01/func/sub-10402_ses-01_task-trust_run-1_events.tsv	4b42e8995ac9bf6de6af2c2d941ec9b9a10bb21cdd4d6e9454bdbc6d2f2e1e4c	42	42	true	1	0.02381	0.97619	16	16	1	16	0				42	1	0.02381	1	false	false	false	pass		...............M..........................
10402	01	trust	2	bids/sub-10402/ses-01/func/sub-10402_ses-01_task-trust_run-2_events.tsv	9078488f62f30b63afe70b7cc74ae36f8481be41ce14e9b3163badaaa185a485	42	42	true	0	0	1			0		0				42	0	0	1	false	false	false	pass		..........................................
10402	01	ugr	1	bids/sub-10402/ses-01/func/sub-10402_ses-01_task-ugr_run-1_events.tsv	3397101c20ccf7fe3cca9a7eef17453ee257472f8c35c728dc545a336fa33878	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10402	01	ugr	2	bids/sub-10402/ses-01/func/sub-10402_ses-01_task-ugr_run-2_events.tsv	e18c94b428b8310df86d121a3cb96a5cf31fd9076d1890df7f439a8a3e433544	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10418	01	doors	1	bids/sub-10418/ses-01/func/sub-10418_ses-01_task-doors_run-1_events.tsv	c4b666738884a84dc04b6838ccec7d950d83fefaeeba0a06f3844a8657ad0b1e	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10418	01	sharedreward	1	bids/sub-10418/ses-01/func/sub-10418_ses-01_task-sharedreward_run-1_events.tsv	be27d459e148919ecd2a49fd88e406f1dd202a87c0404300202f8389f00a4915	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10418	01	sharedreward	2	bids/sub-10418/ses-01/func/sub-10418_ses-01_task-sharedreward_run-2_events.tsv	1e145d33c42b4fe7e845a83e5b936788426d201dff112ee8d2c115d26ee0d98f	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10418	01	socialdoors	1	bids/sub-10418/ses-01/func/sub-10418_ses-01_task-socialdoors_run-1_events.tsv	689c9e02d18fc388a6ed654d2e7e9aaec89fe30e5d56fa49c762501ca52565f3	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10418	01	trust	1	bids/sub-10418/ses-01/func/sub-10418_ses-01_task-trust_run-1_events.tsv	b523fb6757e21473020c575d1d62dca05d437c8adf7168279c6a20efd10ebed3	42	42	true	0	0	1			0		0				42	0	0	1	false	false	false	pass		..........................................
10418	01	trust	2	bids/sub-10418/ses-01/func/sub-10418_ses-01_task-trust_run-2_events.tsv	224cf53beb66a924d781ca6e0a0040ac9413ef1a8dbd7cf3a12fe974933ec9e5	42	42	true	0	0	1			0		0				42	0	0	1	false	false	false	pass		..........................................
10418	01	ugr	1	bids/sub-10418/ses-01/func/sub-10418_ses-01_task-ugr_run-1_events.tsv	016381b1d39444a94d6403bbdd52b82b4f0e3a1889b0a5ac85e1da91ae2cca32	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10418	01	ugr	2	bids/sub-10418/ses-01/func/sub-10418_ses-01_task-ugr_run-2_events.tsv	8d6108789f18771e7e1c3ec3820e0ae1f90d109ab4dbb26bcb720bc8bb70da97	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10418	02	doors	1	bids/sub-10418/ses-02/func/sub-10418_ses-02_task-doors_run-1_events.tsv	f47cfbbf2e73bb409f55fa5e27d81a1d3652850e6e6c15d5b4de7c9db4e28573	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10418	02	socialdoors	1	bids/sub-10418/ses-02/func/sub-10418_ses-02_task-socialdoors_run-1_events.tsv	cc78f0515e736999d756803d3a8c49480708bf2dada8decab7b64f5094af35ec	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10418	02	ugr	1	bids/sub-10418/ses-02/func/sub-10418_ses-02_task-ugr_run-1_events.tsv	c65f16de7d5fc885c28413c8564ebeef84fb852563e87c013fc243f48b64afec	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10418	02	ugr	2	bids/sub-10418/ses-02/func/sub-10418_ses-02_task-ugr_run-2_events.tsv	b5856701a2d0e587d4a51f577b3735a4858daba3e8a9194dc49e824ef0a4ae2d	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10462	01	doors	1	bids/sub-10462/ses-01/func/sub-10462_ses-01_task-doors_run-1_events.tsv	79879688908f2c9abe617d31796555d3fd78ac2ebe725b25e784827a8e2a001a	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10462	01	sharedreward	1	bids/sub-10462/ses-01/func/sub-10462_ses-01_task-sharedreward_run-1_events.tsv	494b38b8978df28908837ec48baeb42e6e925f3d5b3aacbd14c366d1b4f0a5bf	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10462	01	socialdoors	1	bids/sub-10462/ses-01/func/sub-10462_ses-01_task-socialdoors_run-1_events.tsv	28f30ee19165cc3de7a6017c519b1257f207682757a381835a237cee220367c5	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10462	01	trust	1	bids/sub-10462/ses-01/func/sub-10462_ses-01_task-trust_run-1_events.tsv	879e2d4ad6df751341293cf145126d6cf913890abc354efa76d2f1bb0232003d	42	42	true	1	0.02381	0.97619	41	41	1	41	0				42	1	0.02381	1	false	false	false	pass		........................................M.
10462	01	ugr	1	bids/sub-10462/ses-01/func/sub-10462_ses-01_task-ugr_run-1_events.tsv	c345725b8837687c43064522d7459bf169cd9628cf2c03f251392cdbe468a0d2	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10462	01	ugr	2	bids/sub-10462/ses-01/func/sub-10462_ses-01_task-ugr_run-2_events.tsv	62e408d66eabc7869296be79dbf7dac090ade4b1c2c6dd97bf0e7ad7659cc3d7	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10462	02	doors	1	bids/sub-10462/ses-02/func/sub-10462_ses-02_task-doors_run-1_events.tsv	46a1587106038bd35e2c045be56a9adbcb0ef347bb7caa45466e18c3806c223e	40	40	true	1	0.025	0.975	13	13	1	13	0				40	1	0.025	1	false	false	false	pass		............M...........................
10462	02	socialdoors	1	bids/sub-10462/ses-02/func/sub-10462_ses-02_task-socialdoors_run-1_events.tsv	74673d0748adb2680ae46dd9e17f430cd525508973bc67f8e453b507e4bfa84d	40	40	true	1	0.025	0.975	4	4	1	4	0				40	1	0.025	1	false	false	false	pass		...M....................................
10462	02	ugr	1	bids/sub-10462/ses-02/func/sub-10462_ses-02_task-ugr_run-1_events.tsv	12536148d8a503a907cc344f4bcd874d34b5ee20bb301a3991fbc9d5b5ea0435	48	48	true	1	0.020833	0.979167	2	2	1	2	0				48	1	0.020833	1	false	false	false	pass		.M..............................................
10462	02	ugr	2	bids/sub-10462/ses-02/func/sub-10462_ses-02_task-ugr_run-2_events.tsv	8a04183e8c446442fef3e4a6b783248cc6638051abe5187c0ce35bd0fd235808	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10478	01	doors	1	bids/sub-10478/ses-01/func/sub-10478_ses-01_task-doors_run-1_events.tsv	e939b6547599d9eba939a7d33b92085a0deac6c93af396a6ef14e0f8ccfd9ad5	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10478	01	sharedreward	1	bids/sub-10478/ses-01/func/sub-10478_ses-01_task-sharedreward_run-1_events.tsv	42990b0378ec3f583f16c9e7942419ba1b046fee8fd4724ad7a5ee3b8772090d	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10478	01	sharedreward	2	bids/sub-10478/ses-01/func/sub-10478_ses-01_task-sharedreward_run-2_events.tsv	111897b69a4feb07e9a0d34124fe91ad9b17dd34db892ac420f5cc82a5206090	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10478	01	socialdoors	1	bids/sub-10478/ses-01/func/sub-10478_ses-01_task-socialdoors_run-1_events.tsv	f74ec31b4bb9df7711b70cd0bf22fa3f275d6fe73daf2253aa6e281750742866	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10478	01	trust	1	bids/sub-10478/ses-01/func/sub-10478_ses-01_task-trust_run-1_events.tsv	2403ac9fe6c0c20d1e8d20b1a9d7f148d1713d9bda88b364b32ba5f72be751de	42	42	true	1	0.02381	0.97619	14	14	1	14	0				42	1	0.02381	1	false	false	false	pass		.............M............................
10478	01	trust	2	bids/sub-10478/ses-01/func/sub-10478_ses-01_task-trust_run-2_events.tsv	1d43e9930017d1927b36b320996af4b46b3b736308894aaaf27f1ec434a71eb5	42	42	true	1	0.02381	0.97619	33	33	1	33	0				42	1	0.02381	1	false	false	false	pass		................................M.........
10478	01	ugr	1	bids/sub-10478/ses-01/func/sub-10478_ses-01_task-ugr_run-1_events.tsv	dda15ba1b5becd86042a6f8ce9090f17365a8f80cab3f3e7782db21095409480	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10478	01	ugr	2	bids/sub-10478/ses-01/func/sub-10478_ses-01_task-ugr_run-2_events.tsv	2d9a17ad04eec2d4e659e728de72d4dd7fba5596886274bae0a1fee0baf97d94	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10486	01	doors	1	bids/sub-10486/ses-01/func/sub-10486_ses-01_task-doors_run-1_events.tsv	feaf17dc5fd56e8f8e8cbc566fd346f5907216bb6f1be728b2fad234e13f3495	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10486	01	sharedreward	1	bids/sub-10486/ses-01/func/sub-10486_ses-01_task-sharedreward_run-1_events.tsv	b22cea15ffcb7362008d4e33adc78760083b455a4ab8c8349fe4ccee447d72e5	54	54	true	1	0.018519	0.981481	1	1	1	1	0				54	1	0.018519	1	false	false	false	pass		M.....................................................
10486	01	sharedreward	2	bids/sub-10486/ses-01/func/sub-10486_ses-01_task-sharedreward_run-2_events.tsv	7fc746aed2180e467eb2b6d2adc7f90e7d13499c06c5ccf7334755d240bc207f	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10486	01	socialdoors	1	bids/sub-10486/ses-01/func/sub-10486_ses-01_task-socialdoors_run-1_events.tsv	2bc48e3c32abf6fdd9549750658ae97aeb080eaab03d2753d576effb0e3e62a7	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10486	01	trust	1	bids/sub-10486/ses-01/func/sub-10486_ses-01_task-trust_run-1_events.tsv	c1c974f721953e5ad914ca34fa5e29721967a6e3870de22fa377948e72db8a03	42	42	true	0	0	1			0		0				42	0	0	1	false	false	false	pass		..........................................
10486	01	ugr	1	bids/sub-10486/ses-01/func/sub-10486_ses-01_task-ugr_run-1_events.tsv	f044ee4019ccb5400b4d0faf1da280241cb297dbe8cea61a530346b858757a40	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10529	01	doors	1	bids/sub-10529/ses-01/func/sub-10529_ses-01_task-doors_run-1_events.tsv	7206b4bae7414b002a476e4f16f5481cc6e185d20fa088f0611967887a76c2e3	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10529	01	sharedreward	1	bids/sub-10529/ses-01/func/sub-10529_ses-01_task-sharedreward_run-1_events.tsv	c29cfa8a73dcccd892b2de0e48ed7e1124f917d8ee8898806e883d57f7e7fedc	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10529	01	sharedreward	2	bids/sub-10529/ses-01/func/sub-10529_ses-01_task-sharedreward_run-2_events.tsv	4caad756ae1b735ea9c58aaa4985ae9ae53fb84fc51630ab4f62157117b559db	54	54	true	1	0.018519	0.981481	25	25	1	25	0				54	1	0.018519	1	false	false	false	pass		........................M.............................
10529	01	socialdoors	1	bids/sub-10529/ses-01/func/sub-10529_ses-01_task-socialdoors_run-1_events.tsv	7e8da74ff02cc6e98ceabd01a478e4651e9554c565c53f0efc6e814cdf2ec780	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10529	01	trust	1	bids/sub-10529/ses-01/func/sub-10529_ses-01_task-trust_run-1_events.tsv	1a89b7ed3fe4dce461cd78198086915abbefd03faf82037dca871efd00353bac	42	42	true	1	0.02381	0.97619	6	6	1	6	0				42	1	0.02381	1	false	false	false	pass		.....M....................................
10529	01	trust	2	bids/sub-10529/ses-01/func/sub-10529_ses-01_task-trust_run-2_events.tsv	d776475eb08aff7f24ceb44a22ba064ab4f43763c6c4917ce7596474963f3258	42	42	true	2	0.047619	0.952381	30	35	1	30	0				42	2	0.047619	1	false	false	false	pass		.............................M....M.......
10529	01	ugr	1	bids/sub-10529/ses-01/func/sub-10529_ses-01_task-ugr_run-1_events.tsv	d0b1df342b3db1cca717037b07fdf970dad27a485b186d221af047b84a169c4b	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10529	01	ugr	2	bids/sub-10529/ses-01/func/sub-10529_ses-01_task-ugr_run-2_events.tsv	4ff047e2c6776a6726cd57e4c929e01f0a40d5786ecb86f59ec997cd362c32d7	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10541	01	doors	1	bids/sub-10541/ses-01/func/sub-10541_ses-01_task-doors_run-1_events.tsv	eb25f8e918094ac61415a5bbd7179e1c8c638ad8d9995ad6f87f8f4793e91e93	40	40	true	3	0.075	0.925	20	34	2	20	0				40	3	0.075	1	false	false	false	pass		...................MM............M......
10541	01	sharedreward	1	bids/sub-10541/ses-01/func/sub-10541_ses-01_task-sharedreward_run-1_events.tsv	cc87c9a90c8f7fca0e92376695651c4bb1f14d81cb5d4f3d417b5b44999535f1	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10541	01	sharedreward	2	bids/sub-10541/ses-01/func/sub-10541_ses-01_task-sharedreward_run-2_events.tsv	4514b9ccc841a640589358915acc7c09223a47270781dcb9aaa118fafe8f3c4d	54	54	true	1	0.018519	0.981481	34	34	1	34	0				54	1	0.018519	1	false	false	false	pass		.................................M....................
10541	01	socialdoors	1	bids/sub-10541/ses-01/func/sub-10541_ses-01_task-socialdoors_run-1_events.tsv	cbb50e6705c78abaf44a62a487f58f396f155927ce483963523148b886509dd6	40	40	true	1	0.025	0.975	20	20	1	20	0				40	1	0.025	1	false	false	false	pass		...................M....................
10541	01	trust	1	bids/sub-10541/ses-01/func/sub-10541_ses-01_task-trust_run-1_events.tsv	c193c8a21f658ac792704b22c2d5b1fc1a0c660d65c0a00a20fe1e6f1e14e37a	42	42	true	2	0.047619	0.952381	1	31	1	1	0				42	2	0.047619	1	false	false	false	pass		M.............................M...........
10541	01	trust	2	bids/sub-10541/ses-01/func/sub-10541_ses-01_task-trust_run-2_events.tsv	dcf817b13ceee082b386bf512287a2f6832bbdcc3bf0e5f301716c9f9f1c900a	42	42	true	0	0	1			0		0				42	0	0	1	false	false	false	pass		..........................................
10541	01	ugr	1	bids/sub-10541/ses-01/func/sub-10541_ses-01_task-ugr_run-1_events.tsv	2b8db06e4ffb834862faf0d96e62b82dac7691243e37f5de3c919ef72ec77cdb	48	48	true	3	0.0625	0.9375	21	44	1	21	0				48	3	0.0625	1	false	false	false	pass		....................M...............M......M....
10541	01	ugr	2	bids/sub-10541/ses-01/func/sub-10541_ses-01_task-ugr_run-2_events.tsv	8ba481513dff9ce24f17ae2a0b00d10bd8922113263d6e32f41f5966c537754f	48	48	true	2	0.041667	0.958333	22	23	2	22	0				48	2	0.041667	1	false	false	false	pass		.....................MM.........................
10541	02	doors	1	bids/sub-10541/ses-02/func/sub-10541_ses-02_task-doors_run-1_events.tsv	69a11ad739367b70b1a68700fa9140d85a77e4ce52e2a27e9569ca8aad489e2f	40	40	true	2	0.05	0.95	34	35	2	34	0				40	2	0.05	1	false	false	false	pass		.................................MM.....
10541	02	socialdoors	1	bids/sub-10541/ses-02/func/sub-10541_ses-02_task-socialdoors_run-1_events.tsv	f3356819140d1cbefb351c555b89b565e4c50061a36a4577100f7d3a57e17c62	40	40	true	4	0.1	0.9	14	24	2	23	0				40	4	0.1	1	false	false	false	pass		.............M..M.....MM................
10541	02	ugr	1	bids/sub-10541/ses-02/func/sub-10541_ses-02_task-ugr_run-1_events.tsv	d33f88d5d5fcdd84321f713b28f34bcb9f33ad696de43b6ef9ebdb3937c5492a	48	48	true	2	0.041667	0.958333	33	44	1	33	0				48	2	0.041667	1	false	false	false	pass		................................M..........M....
10541	02	ugr	2	bids/sub-10541/ses-02/func/sub-10541_ses-02_task-ugr_run-2_events.tsv	6d793eb4d28c27eb3cee219b3756bdb1099af930902cd4ad9ec6a46e58b4d2f4	48	48	true	7	0.145833	0.854167	4	48	2	10	1	48	372.99332	3.76648	47	6	0.12766	0.979167	false	false	false	pass		...M.....MM...........MM............M..........M
10559	01	doors	1	bids/sub-10559/ses-01/func/sub-10559_ses-01_task-doors_run-1_events.tsv	2f1b22c72ac48a7615e0865105497c65332ca47785e8aaddc9b77a9da1eaac63	40	40	true	3	0.075	0.925	19	36	1	19	0				40	3	0.075	1	false	false	false	pass		..................M.......M........M....
10559	01	sharedreward	1	bids/sub-10559/ses-01/func/sub-10559_ses-01_task-sharedreward_run-1_events.tsv	638de3b6425726169e67817cfbc6e42ffc7aa607f800a05dd0b0f530dd294929	54	54	true	6	0.111111	0.888889	6	52	4	6	0				54	6	0.111111	1	false	false	false	pass		.....MMMM...................................M......M..
10559	01	sharedreward	2	bids/sub-10559/ses-01/func/sub-10559_ses-01_task-sharedreward_run-2_events.tsv	8cd15dbf0be1b82e87de865314c46a11ec6f9915c5afc67afce12186190efd30	54	54	true	1	0.018519	0.981481	41	41	1	41	0				54	1	0.018519	1	false	false	false	pass		........................................M.............
10559	01	socialdoors	1	bids/sub-10559/ses-01/func/sub-10559_ses-01_task-socialdoors_run-1_events.tsv	7b21fbe9330220debdf900bd2a1cccef64c1d8d26d6562ae12251c3bec66af93	40	40	true	3	0.075	0.925	21	34	1	21	0				40	3	0.075	1	false	false	false	pass		....................M..M.........M......
10559	01	trust	1	bids/sub-10559/ses-01/func/sub-10559_ses-01_task-trust_run-1_events.tsv	dd26c3c851abae35676b58c393aaf563c3208cd05d6de07fdde35c7f0c84600b	42	42	true	4	0.095238	0.904762	4	35	1	4	0				42	4	0.095238	1	false	false	false	pass		...M................M..........M..M.......
10559	01	trust	2	bids/sub-10559/ses-01/func/sub-10559_ses-01_task-trust_run-2_events.tsv	57cb3c2816ab0bdd36efd7cd957019f1d28c9fde20afb64abd6585a51e3ba057	42	42	true	2	0.047619	0.952381	16	34	1	16	0				42	2	0.047619	1	false	false	false	pass		...............M.................M........
10559	01	ugr	1	bids/sub-10559/ses-01/func/sub-10559_ses-01_task-ugr_run-1_events.tsv	bb49874abec1de4806c22d274c18d7c4fbdbc5158d8b4e79f66ff6df70bc56c2	48	48	true	2	0.041667	0.958333	1	15	1	1	0				48	2	0.041667	1	false	false	false	pass		M.............M.................................
10559	01	ugr	2	bids/sub-10559/ses-01/func/sub-10559_ses-01_task-ugr_run-2_events.tsv	c2165a55fc67eb357c39b333af2dba4addd6981826b1264f4a3738cc0d3ba10e	48	48	true	3	0.0625	0.9375	7	36	1	7	0				48	3	0.0625	1	false	false	false	pass		......M..................M.........M............
10572	01	doors	1	bids/sub-10572/ses-01/func/sub-10572_ses-01_task-doors_run-1_events.tsv	5b43af702f31f0eed15930c7325b8e4441e9155f956453bbf129ef943ed6739e	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10572	01	sharedreward	1	bids/sub-10572/ses-01/func/sub-10572_ses-01_task-sharedreward_run-1_events.tsv	5d906c20ae78312562c97a601ace66556a54510dc4ac1267554ecd57d49f8ea4	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10572	01	sharedreward	2	bids/sub-10572/ses-01/func/sub-10572_ses-01_task-sharedreward_run-2_events.tsv	36f62d7580708f45a476f4d5845241a28b362b5e96ad5e40b78ccfeb907f41be	54	54	true	0	0	1			0		0				54	0	0	1	false	false	false	pass		......................................................
10572	01	socialdoors	1	bids/sub-10572/ses-01/func/sub-10572_ses-01_task-socialdoors_run-1_events.tsv	9503b840ab4b1009b3d74eab798cf1a7cf3c1114c577628c55242eecacf30e86	40	40	true	0	0	1			0		0				40	0	0	1	false	false	false	pass		........................................
10572	01	trust	1	bids/sub-10572/ses-01/func/sub-10572_ses-01_task-trust_run-1_events.tsv	dc59115a57bb47763836e93e317b660ebd60ddb41d08a24cba4e6d964332ef43	42	42	true	1	0.02381	0.97619	19	19	1	19	0				42	1	0.02381	1	false	false	false	pass		..................M.......................
10572	01	trust	2	bids/sub-10572/ses-01/func/sub-10572_ses-01_task-trust_run-2_events.tsv	7dc5ad8a9355eb02f6dc986920d834227261801644b71c41728e38397881cba1	42	42	true	0	0	1			0		0				42	0	0	1	false	false	false	pass		..........................................
10572	01	ugr	1	bids/sub-10572/ses-01/func/sub-10572_ses-01_task-ugr_run-1_events.tsv	4eaa0c5bc197a26d824993eb2a05c2691610c4d8aff0eb6a19df773125383776	48	48	true	0	0	1			0		0				48	0	0	1	false	false	false	pass		................................................
10581	01	doors	1	bids/sub-10581/ses-01/func/sub-10581_ses-01_task-doors_run-1_events.tsv	19ab6dda2a8faca0943df8f0f5bc36a57ea14dd3a127ca56e81472a4de69d5f3	40	40	true	1	0.025	0.975	21	21	1	21	0				40	1	0.025	1	false	false	false	pass		....................M...................
10581	01	sharedreward	1	bids/sub-10581/ses-01/func/sub-10581_ses-01_task-sharedreward_run-1_events.tsv	defe44d96462d07e6b09d3e7e37d6f2bc8ea5c69b7dd446cb8b5321d18bcb46c	54	54	true	2	0.037037	0.962963	1	2	2	1	0				54	2	0.037037	1	false	false	false	pass		MM....................................................
