subject	session	task	run	run_key	software_versions	software_era	nss_count	number_of_original_volumes	brain_mask_voxels	mean_fd	pca_components	aic_components	kic_components	mdl_components	selected_fraction_possible	selected_pca_variance	pca_top10_variance	pca_effective_rank	echo_mean_signal_slope	echo_tsnr_slope	echo_standardized_dvars_slope	audit_status	audit_issues
10402	01	socialdoors	1	sub-10402_ses-01_task-socialdoors_run-1	syngo MR E11	E11	1	218	77872	0.15424515241904707	14	14	13	9	0.06451612903225806	0.35070405508792146	0.32602770531856246	6.6460546943594245	-71354.55846989994	-300.4532890839835	0.2688044882884719	complete	
10402	01	trust	1	sub-10402_ses-01_task-trust_run-1	syngo MR E11	E11	1	280	78523	0.17179584786181878	18	18	15	11	0.06451612903225806	0.4657649115746063	0.430774304593124	5.881342573517769	-73723.38698674558	-280.1336962089597	0.5803830264626078	complete	
10402	01	trust	2	sub-10402_ses-01_task-trust_run-2	syngo MR E11	E11	2	280	78345	0.21998170774462086	22	22	19	14	0.07913669064748201	0.47524116938239386	0.41464933798392845	9.271797975611003	-74292.56555970847	-278.1789440517514	0.8549686211319446	complete	
10402	01	ugr	1	sub-10402_ses-01_task-ugr_run-1	syngo MR E11	E11	1	240	76852	0.2839898848873792	28	28	26	18	0.11715481171548117	0.5503367423548723	0.45309684538044986	11.53680488408601	-72241.4721302754	-284.91035282460393	1.1313938935639658	complete	
10402	01	ugr	2	sub-10402_ses-01_task-ugr_run-2	syngo MR E11	E11	1	240	77879	0.1965632759257927	21	21	18	14	0.08786610878661087	0.45432755128454017	0.39083548949583435	8.227156277267298	-72630.47724044105	-269.92783760636667	1.2223281319584471	complete	
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	syngo MR E11	E11	7	218	70119	0.14195168903302041	16	16	14	11	0.07582938388625593	0.37822493372003135	0.3389028601450234	6.53822129881498	-67048.61468970637	-314.77657611783377	-2.924869829861001	complete	
10418	01	sharedreward	1	sub-10418_ses-01_task-sharedreward_run-1	syngo MR E11	E11	3	255	70258	0.12198570138691985	14	14	12	9	0.05555555555555555	0.28676184757321327	0.2625264436465033	7.4561557641800995	-66928.37685607764	-311.7185583082876	-2.5987722239847093	complete	
10418	01	sharedreward	2	sub-10418_ses-01_task-sharedreward_run-2	syngo MR E11	E11	2	255	70213	0.12979687050506084	15	15	15	11	0.05928853754940711	0.38084180200019546	0.35145389818663003	6.708917537365415	-67019.7487446671	-310.47911910358613	-3.2047321922631538	complete	
10418	01	socialdoors	1	sub-10418_ses-01_task-socialdoors_run-1	syngo MR E11	E11	1	218	70269	0.1242757673573375	16	16	14	11	0.07373271889400922	0.3587690430073768	0.31999487962125006	7.513711510200486	-67128.75011722939	-312.7096006149249	-2.9641130772027253	complete	
10418	01	trust	1	sub-10418_ses-01_task-trust_run-1	syngo MR E11	E11	0	280	70155	0.1316265729493625	15	15	14	10	0.05357142857142857	0.34198207241743567	0.31369491058533233	6.693834348129454	-67103.28774408464	-307.10917950121683	-2.977376428869896	complete	
10418	01	trust	2	sub-10418_ses-01_task-trust_run-2	syngo MR E11	E11	1	280	70150	0.13697333289407804	16	16	15	11	0.05734767025089606	0.3309119355019624	0.2947351796921539	7.933008841509896	-66857.42576092092	-308.44153725028707	-3.328065566162207	complete	
10418	01	ugr	1	sub-10418_ses-01_task-ugr_run-1	syngo MR E11	E11	2	240	70126	0.13400968295516882	15	15	13	9	0.06302521008403361	0.4272065162204729	0.4014538864390245	5.072338660681541	-67668.0347911432	-315.2121300036113	-2.596953055767536	complete	
10418	01	ugr	2	sub-10418_ses-01_task-ugr_run-2	syngo MR E11	E11	1	240	70270	0.12922623168870548	15	15	14	11	0.06276150627615062	0.3704638795341764	0.339429981964854	6.335549353358192	-66990.10981771038	-311.2095851103714	-2.768570236636277	complete	
10418	02	doors	1	sub-10418_ses-02_task-doors_run-1	syngo MR XA30	XA30	2	218	69829	0.10749311840014548	24	24	21	14	0.1111111111111111	0.49483312564167686	0.41366164175674597	8.903047240261548	-115721.84550566447	-519.0993525624153	-1.5426348760449422	complete	
10418	02	socialdoors	1	sub-10418_ses-02_task-socialdoors_run-1	syngo MR XA30	XA30	2	218	69826	0.10751930588404683	22	22	20	16	0.10185185185185185	0.4759144104150251	0.39491430121337107	11.79420638743864	-115773.11432355912	-515.2231997526937	-1.3880094245229189	complete	
10418	02	ugr	1	sub-10418_ses-02_task-ugr_run-1	syngo MR XA30	XA30	2	240	69828	0.10432040775121958	22	22	20	14	0.09243697478991597	0.410290395712486	0.33037882089278225	11.6501548733287	-116429.34142144061	-524.9084266182455	-1.1554758305037318	complete	
10418	02	ugr	2	sub-10418_ses-02_task-ugr_run-2	syngo MR XA30	XA30	2	240	69740	0.11144285176295918	24	24	21	15	0.10084033613445378	0.5083647835217328	0.4302797620769262	7.639568719040559	-116473.34424066522	-528.58353223125	-1.7202365099893273	complete	
10462	01	doors	1	sub-10462_ses-01_task-doors_run-1	syngo MR E11	E11	3	218	93037	0.12414357728989926	15	15	14	11	0.06976744186046512	0.3673380266622864	0.3365677340759623	7.46606385018257	-71898.3478486139	-304.5311183547299	-2.4987100336998376	complete	
10462	01	sharedreward	1	sub-10462_ses-01_task-sharedreward_run-1	syngo MR E11	E11	0	255	93192	0.12406909202329029	19	19	17	11	0.07450980392156863	0.33440893530725607	0.2828023868841949	9.566138401268534	-71658.05467811927	-304.0118494926999	-2.8075660675885215	complete	
10462	01	socialdoors	1	sub-10462_ses-01_task-socialdoors_run-1	syngo MR E11	E11	0	218	92561	0.14747946242779836	18	18	16	11	0.08256880733944955	0.42451070217736536	0.380439907378386	7.390271135333498	-72123.97285708578	-301.7096221891094	-2.702386491698336	complete	
10462	01	trust	1	sub-10462_ses-01_task-trust_run-1	syngo MR E11	E11	0	280	92903	0.13279618928217199	21	21	19	14	0.075	0.3694993029350301	0.30833086642535035	11.189518597778125	-71777.94183652347	-298.6391304218109	-2.6840011558853734	complete	
10462	01	ugr	1	sub-10462_ses-01_task-ugr_run-1	syngo MR E11	E11	1	240	92877	0.11982403669747099	20	20	16	11	0.08368200836820083	0.34210708184592975	0.2837103591420676	11.383744999295212	-72475.82472199644	-308.8987849986981	-2.8556488955985135	complete	
10462	01	ugr	2	sub-10462_ses-01_task-ugr_run-2	syngo MR E11	E11	0	240	92942	0.15357450188860472	24	24	20	16	0.1	0.3989233426206814	0.31621561431832207	12.36342715392098	-72143.97152518579	-306.1523150589134	-2.3938848182429853	complete	
10462	02	doors	1	sub-10462_ses-02_task-doors_run-1	syngo MR XA60	XA60	0	218	89904	0.18069793700370135	21	21	16	10	0.0963302752293578	0.49589588437144705	0.36794963145509985	16.235811075679596	-266762.2818492804	-608.6933938728032	6.016291751127636	complete	
10462	02	socialdoors	1	sub-10462_ses-02_task-socialdoors_run-1	syngo MR XA60	XA60	0	218	92165	0.18253559621728901	23	23	19	11	0.10550458715596331	0.5438068274538416	0.39730885386424203	17.428608697383133	-263226.44548055244	-593.877473368093	5.139217032633402	complete	
10462	02	ugr	1	sub-10462_ses-02_task-ugr_run-1	syngo MR XA60	XA60	0	240	91915	0.28791947039166815	82	82	71	50	0.3416666666666667	0.8411899556882548	0.5734209922303966	22.53170232770371	-266591.240403944	-466.27498673403966	4.090130537022586	complete	
10462	02	ugr	2	sub-10462_ses-02_task-ugr_run-2	syngo MR XA60	XA60	1	240	92042	0.22040725663383751	26	26	20	12	0.1087866108786611	0.5866659777360245	0.43535973683342777	16.749037161766715	-263883.7743174548	-568.4619256874795	4.633248166478591	complete	
10478	01	doors	1	sub-10478_ses-01_task-doors_run-1	syngo MR E11	E11	2	218	72277	0.075154151375710493	12	12	10	7	0.05555555555555555	0.20916902158146228	0.19509961183087113	8.643484815341036	-82477.12818819963	-356.5439002477056	-1.1682942546200223	complete	
10478	01	sharedreward	1	sub-10478_ses-01_task-sharedreward_run-1	syngo MR E11	E11	1	255	72756	0.067949119031149946	14	14	13	8	0.05511811023622047	0.2835875742009644	0.25920632543573735	7.341532955303103	-82883.63416968774	-341.6680727569996	-1.4063135247164311	complete	
10478	01	sharedreward	2	sub-10478_ses-01_task-sharedreward_run-2	syngo MR E11	E11	0	255	72584	0.09777124670620771	16	16	15	11	0.06274509803921569	0.415262078640977	0.3820106497302379	7.550201022365043	-82870.90912701174	-328.62685105191537	-1.4087070419536531	complete	
10478	01	socialdoors	1	sub-10478_ses-01_task-socialdoors_run-1	syngo MR E11	E11	7	218	72261	0.074101283971463844	12	12	10	9	0.05687203791469194	0.234291520043436	0.2212120544805625	7.602167713986967	-82926.7951332211	-354.336775723778	-1.3831566583154367	complete	
10478	01	trust	1	sub-10478_ses-01_task-trust_run-1	syngo MR E11	E11	0	280	72790	0.076103525535375388	17	17	16	10	0.060714285714285714	0.3485354096864776	0.3105301619101362	7.96674411763191	-83160.10995292383	-335.97684379795794	-1.0662739912568464	complete	
10478	01	trust	2	sub-10478_ses-01_task-trust_run-2	syngo MR E11	E11	1	280	72759	0.090059245788509809	18	18	17	12	0.06451612903225806	0.40788889747161994	0.3678431226532675	6.201762389912775	-82794.96905012817	-336.274840970215	-1.2260323902636545	complete	
10478	01	ugr	1	sub-10478_ses-01_task-ugr_run-1	syngo MR E11	E11	2	240	72432	0.080951580169687509	13	13	10	7	0.0546218487394958	0.24971113482145807	0.23152326796304887	7.03754366538308	-82652.94918168717	-356.2504639451919	-1.1596754633200828	complete	
10478	01	ugr	2	sub-10478_ses-01_task-ugr_run-2	syngo MR E11	E11	1	240	72617	0.075001226906003693	13	13	13	8	0.05439330543933055	0.2468736588628176	0.2270015626058726	7.371246995387666	-82246.77698492364	-355.7560839155765	-1.621339722174484	complete	
10486	01	doors	1	sub-10486_ses-01_task-doors_run-1	syngo MR E11	E11	0	218	66282	0.12508824232472174	14	14	12	10	0.06422018348623854	0.31223775544845533	0.2835045951262057	8.616753265326327	-68930.88882061171	-343.9543499639143	-0.6461376178912731	complete	
10486	01	sharedreward	1	sub-10486_ses-01_task-sharedreward_run-1	syngo MR E11	E11	0	255	66150	0.14106153880694799	19	19	15	12	0.07450980392156863	0.4207442590248573	0.36882440412439693	9.16965189625456	-69299.52722714684	-338.1354483035875	-0.18307319978754705	complete	
10486	01	sharedreward	2	sub-10486_ses-01_task-sharedreward_run-2	syngo MR E11	E11	0	255	66230	0.14365110964911898	17	17	15	11	0.06666666666666667	0.3765076349318517	0.3352317759235524	8.282820541752878	-69177.54517283125	-350.0368054533286	-0.34642417923370555	complete	
10486	01	socialdoors	1	sub-10486_ses-01_task-socialdoors_run-1	syngo MR E11	E11	1	218	65996	0.12357698660369122	15	15	13	10	0.06912442396313365	0.4170083730257763	0.38800499000516975	5.771495803741914	-69133.82453759851	-342.97393807262887	-0.03507817515285836	complete	
10486	01	trust	1	sub-10486_ses-01_task-trust_run-1	syngo MR E11	E11	0	280	66063	0.16560498885406466	24	24	21	16	0.08571428571428572	0.5112388400377559	0.44002752043753535	8.61501514126567	-68888.07872352233	-334.6296740663541	0.06798011016600604	complete	
10486	01	trust	2	sub-10486_ses-01_task-trust_run-2	syngo MR E11	E11	0	280	66087	0.13533727136982213	21	21	17	13	0.075	0.4444554166174797	0.3870772266382462	8.89679132671209	-68796.81164035304	-341.64493750210926	-0.10097714455256407	complete	
10486	01	ugr	1	sub-10486_ses-01_task-ugr_run-1	syngo MR E11	E11	1	240	66027	0.13835154898204768	19	19	16	11	0.0794979079497908	0.40552306784057496	0.35064111669617654	7.740508693709598	-69099.41290366811	-337.53997294119614	-0.07804857693669741	complete	
10529	01	doors	1	sub-10529_ses-01_task-doors_run-1	syngo MR E11	E11	1	218	70893	0.17440487665716306	17	17	15	12	0.07834101382488479	0.4007116707233936	0.35637180145021524	8.068369928282477	-73712.11189318757	-291.75919629626713	-0.5707954645486227	complete	
10529	01	sharedreward	1	sub-10529_ses-01_task-sharedreward_run-1	syngo MR E11	E11	1	255	70993	0.1713689856041348	16	16	15	11	0.06299212598425197	0.3726150774244522	0.3372606575845011	8.273095131324913	-73444.50402413611	-290.11594563638687	-0.7244596418833957	complete	
10529	01	sharedreward	2	sub-10529_ses-01_task-sharedreward_run-2	syngo MR E11	E11	0	255	71140	0.16276826565452585	15	15	15	12	0.058823529411764705	0.3101324425068386	0.27593524245135476	8.83685749780999	-73306.36526341645	-291.4830129681118	-0.6682923507344768	complete	
10529	01	socialdoors	1	sub-10529_ses-01_task-socialdoors_run-1	syngo MR E11	E11	0	218	71056	0.151167814710781	14	14	13	11	0.06422018348623854	0.31219251516942176	0.28506344870544714	8.157935418043419	-73609.28781566051	-297.4896039605485	-0.47502050524880834	complete	
10529	01	trust	1	sub-10529_ses-01_task-trust_run-1	syngo MR E11	E11	0	280	70795	0.17195349535478113	18	18	16	12	0.06428571428571428	0.3848722761972461	0.34067357226222206	8.030977262756004	-73790.85507692397	-289.83253131630045	0.01310159413810966	complete	
10529	01	trust	2	sub-10529_ses-01_task-trust_run-2	syngo MR E11	E11	2	280	71073	0.2094008457820063	19	19	17	12	0.0683453237410072	0.4201208703495522	0.3725915898631431	8.611049406678607	-73176.95584680553	-296.712224645883	-0.20005337073544996	complete	
10529	01	ugr	1	sub-10529_ses-01_task-ugr_run-1	syngo MR E11	E11	1	240	71001	0.15780976446270015	15	15	13	9	0.06276150627615062	0.4075757735889526	0.38004415360584254	5.719389177878076	-73914.46319018114	-295.93824538764784	-0.7460987649442903	complete	
10529	01	ugr	2	sub-10529_ses-01_task-ugr_run-2	syngo MR E11	E11	0	240	70953	0.14161028461267136	13	13	13	9	0.05416666666666667	0.28164794130043225	0.2615394014348181	7.973375237196233	-73635.36449168314	-301.08650306857913	-0.7060591389042764	complete	
10541	01	doors	1	sub-10541_ses-01_task-doors_run-1	syngo MR E11	E11	1	218	81319	0.45946431952710565	41	41	34	25	0.1889400921658986	0.6753195941687683	0.511339596562238	16.48908619857202	-71513.27055083492	-274.9228451461159	0.3817235768629052	complete	
10541	01	sharedreward	1	sub-10541_ses-01_task-sharedreward_run-1	syngo MR E11	E11	1	255	81689	0.30624813641913473	21	21	19	14	0.08267716535433071	0.498500019581853	0.4433150187916457	9.258148266703614	-70111.15071071754	-284.7947395572193	1.8058468983900078	complete	
10541	01	sharedreward	2	sub-10541_ses-01_task-sharedreward_run-2	syngo MR E11	E11	1	255	81804	0.33726276678842115	29	29	26	21	0.1141732283464567	0.5845046595435569	0.4803898080235825	12.244371563167142	-69993.04041076898	-273.3750559671191	0.6153856293227833	complete	
10541	01	socialdoors	1	sub-10541_ses-01_task-socialdoors_run-1	syngo MR E11	E11	2	218	81537	0.35373833130970117	29	29	27	20	0.13425925925925927	0.6028852932596307	0.5007882962132795	10.294861924583552	-71774.30934959208	-282.9247905536202	1.1972986175237088	complete	
10541	01	trust	1	sub-10541_ses-01_task-trust_run-1	syngo MR E11	E11	1	280	81877	0.24563665877854959	21	21	19	13	0.07526881720430108	0.45647163162881743	0.40151680111735605	10.680424975058315	-70172.55545566289	-284.4888054365977	2.217815811557302	complete	
10541	01	trust	2	sub-10541_ses-01_task-trust_run-2	syngo MR E11	E11	1	280	81671	0.29728433688681372	24	24	20	15	0.08602150537634409	0.4763450764604013	0.3992289352602811	12.418679340524204	-70232.54041834721	-284.26833776090416	2.213926949541539	complete	
10541	01	ugr	1	sub-10541_ses-01_task-ugr_run-1	syngo MR E11	E11	1	240	81327	0.36368397874208547	30	30	25	17	0.12552301255230125	0.5491191759660056	0.44105187858308015	13.48268368233123	-71774.099485338	-289.55017013398486	0.5919982882324999	complete	
10541	01	ugr	2	sub-10541_ses-01_task-ugr_run-2	syngo MR E11	E11	0	240	81469	0.37746647425756896	33	33	28	21	0.1375	0.6160183515736056	0.5008028410705655	12.027141857198448	-71637.2333644322	-285.78748402352636	0.6737597225752141	complete	
10541	02	doors	1	sub-10541_ses-02_task-doors_run-1	syngo MR XA60	XA60	1	218	82019	0.28918182741119547	83	83	74	50	0.3824884792626728	0.8595801089447037	0.5694581057080478	25.473904434514182	-260090.9006407172	-388.9384846478262	7.591536940350019	complete	
10541	02	socialdoors	1	sub-10541_ses-02_task-socialdoors_run-1	syngo MR XA60	XA60	0	218	81452	0.35140214583018442	88	88	74	49	0.4036697247706422	0.852892512525674	0.5005382179133789	37.63863960098684	-264163.244677195	-475.8493870273257	6.70005437101061	complete	
10541	02	ugr	1	sub-10541_ses-02_task-ugr_run-1	syngo MR XA60	XA60	1	240	80859	0.39890056938580426	36	36	29	18	0.1506276150627615	0.7051645048316327	0.464981094513188	22.339972908587093	-266392.9856251936	-429.01036532282296	4.640306440671246	complete	
10541	02	ugr	2	sub-10541_ses-02_task-ugr_run-2	syngo MR XA60	XA60	1	240	81252	0.42420679455763699	113	113	93	60	0.47280334728033474	0.8796214205433119	0.4689147663122034	45.275098398140216	-264286.8394310136	-448.93724580067595	5.810956627828879	complete	
10559	01	doors	1	sub-10559_ses-01_task-doors_run-1	syngo MR E11	E11	1	218	67488	0.13081168275463845	11	11	11	8	0.05069124423963134	0.19798346371237352	0.1902136450357257	8.142478083874371	-75059.61019550712	-260.8759202457557	0.48042116380311817	complete	
10559	01	sharedreward	1	sub-10559_ses-01_task-sharedreward_run-1	syngo MR E11	E11	0	255	67681	0.17956149829496851	16	16	15	9	0.06274509803921569	0.3551821195456502	0.31914022161790057	7.564042722793882	-74109.15986647733	-251.06163747088078	-0.06407090245972683	complete	
10559	01	sharedreward	2	sub-10559_ses-01_task-sharedreward_run-2	syngo MR E11	E11	0	255	67057	0.22948774534601599	21	21	19	11	0.08235294117647059	0.40300875812880477	0.336922048794389	10.995176140566425	-75087.44442136394	-246.6596539653509	-0.09759080668426479	complete	
10559	01	socialdoors	1	sub-10559_ses-01_task-socialdoors_run-1	syngo MR E11	E11	1	218	67669	0.15631063156468195	14	14	12	6	0.06451612903225806	0.31578461785259015	0.28937252423413823	6.458247739909841	-74717.00788387893	-252.24196370777858	-0.07504565305461479	complete	
10559	01	trust	1	sub-10559_ses-01_task-trust_run-1	syngo MR E11	E11	0	280	67022	0.21464738881041204	20	20	18	11	0.07142857142857142	0.39443364943739484	0.3373519386477755	9.476224776604846	-74211.77915073653	-242.2709239227407	-0.03716277799777524	complete	
10559	01	trust	2	sub-10559_ses-01_task-trust_run-2	syngo MR E11	E11	0	280	67602	0.30628999175730809	28	28	24	17	0.1	0.5546203292976899	0.46639493027105217	11.27208405316223	-73705.32810442982	-235.25558336299784	0.3495635270941134	complete	
10559	01	ugr	1	sub-10559_ses-01_task-ugr_run-1	syngo MR E11	E11	0	240	68745	0.19116981062004312	15	15	12	10	0.0625	0.4734655974760407	0.44972269659212893	5.683681684957059	-74724.45179298922	-259.14338969360085	0.29456759261615567	complete	
10559	01	ugr	2	sub-10559_ses-01_task-ugr_run-2	syngo MR E11	E11	0	240	67929	0.20183309931188673	19	19	17	11	0.07916666666666666	0.39979873552894174	0.3449212962141194	9.942027693503857	-74840.69323580006	-249.2620472508087	-0.06441248561562023	complete	
10572	01	doors	1	sub-10572_ses-01_task-doors_run-1	syngo MR E11	E11	2	218	60982	0.26382872854795403	20	20	17	12	0.09259259259259259	0.4371032197967584	0.37360447012272474	11.044145251971292	-70504.61019436862	-290.4932619048172	-0.03789877687567422	complete	
10572	01	sharedreward	1	sub-10572_ses-01_task-sharedreward_run-1	syngo MR E11	E11	1	255	61521	0.29335843428536001	19	19	17	14	0.07480314960629922	0.5529378849540493	0.5070740739746128	8.01305870333147	-71330.91245544826	-277.81929076087897	0.3380919261679432	complete	
10572	01	sharedreward	2	sub-10572_ses-01_task-sharedreward_run-2	syngo MR E11	E11	0	255	61042	0.28211961779708183	19	19	17	14	0.07450980392156863	0.5807087898348253	0.5392554325503601	6.745917488222176	-70351.90765170168	-288.44555005270803	-0.41658668352467415	complete	
10572	01	socialdoors	1	sub-10572_ses-01_task-socialdoors_run-1	syngo MR E11	E11	1	218	61047	0.2437986955904968	19	19	15	10	0.08755760368663594	0.47643096588115097	0.42743597155727886	8.745991362518243	-70437.154932556	-285.96855168383246	-0.2108806644482897	complete	
10572	01	trust	1	sub-10572_ses-01_task-trust_run-1	syngo MR E11	E11	1	280	61265	0.25117394526383102	17	17	16	11	0.06093189964157706	0.4326226141272983	0.3937467257723475	8.85867836464576	-71677.9896292744	-270.59491097207837	0.8221570257567092	complete	
10572	01	trust	2	sub-10572_ses-01_task-trust_run-2	syngo MR E11	E11	1	280	61588	0.34773162136684405	21	21	19	15	0.07526881720430108	0.5603956091741953	0.5068656802627383	8.438605525132333	-71535.27633946724	-284.10621056216206	0.2412147353717243	complete	
10572	01	ugr	1	sub-10572_ses-01_task-ugr_run-1	syngo MR E11	E11	1	240	61167	0.339899296637583	25	25	22	15	0.10460251046025104	0.5943797160076356	0.5215204111794538	8.59947399550308	-70192.97267788484	-289.2006683318017	-0.10460132139534069	complete	
10581	01	doors	1	sub-10581_ses-01_task-doors_run-1	syngo MR E11	E11	0	218	71848	0.1637329751648964	18	18	17	10	0.08256880733944955	0.38046559997492274	0.3277818524074589	9.58078633923484	-71060.33454541411	-248.62273878455485	-0.9654301083654395	complete	
10581	01	sharedreward	1	sub-10581_ses-01_task-sharedreward_run-1	syngo MR E11	E11	1	255	72482	0.15835767283725297	18	18	16	11	0.07086614173228346	0.44565163929272406	0.40375908634587787	8.453568940453307	-70814.45804886034	-245.3966292686559	-1.3999206779286018	complete	
10581	01	sharedreward	2	sub-10581_ses-01_task-sharedreward_run-2	syngo MR E11	E11	1	255	72258	0.13724963222679212	17	17	15	11	0.06692913385826772	0.41702313673875185	0.3765717446621232	8.807552194328286	-70761.29146212169	-241.2212448626232	-1.3140446351002069	complete	
10581	01	socialdoors	1	sub-10581_ses-01_task-socialdoors_run-1	syngo MR E11	E11	1	218	72248	0.16463102109009672	19	19	16	11	0.08755760368663594	0.44820782109506496	0.39740792351545506	7.243977916966728	-70793.45190056562	-247.03966312953332	-1.3393952926366315	complete	
10581	01	trust	1	sub-10581_ses-01_task-trust_run-1	syngo MR E11	E11	1	280	72448	0.17313204494427595	21	21	19	13	0.07526881720430108	0.47479516143845635	0.4186830079773161	8.939688225055905	-71163.25376426625	-247.62436979792633	-1.7066355963612818	complete	
10581	01	trust	2	sub-10581_ses-01_task-trust_run-2	syngo MR E11	E11	1	280	72516	0.11048227185106414	14	14	12	8	0.05017921146953405	0.3273053175356594	0.3065099024363342	7.905318557371624	-70391.13629087797	-246.15899945946953	-1.12273534875375	complete	
10581	01	ugr	1	sub-10581_ses-01_task-ugr_run-1	syngo MR E11	E11	0	240	72304	0.22544152178820329	26	26	24	15	0.10833333333333334	0.47051257819301406	0.37521226071302033	13.578316649913749	-70156.12599089264	-233.82840864244668	-0.7848117587208207	complete	
10581	01	ugr	2	sub-10581_ses-01_task-ugr_run-2	syngo MR E11	E11	0	240	50863	0.26237380147551947	27	27	24	16	0.1125	0.5110488262466655	0.40008895678928075	15.365280919390022	-59596.63814477181	-293.2318221026789	-0.5823108712430636	complete	
