subject	task	run	first_session	second_session	first_era	second_era	first_pca_components	first_selected_fraction_possible	first_selected_pca_variance	first_brain_mask_voxels	first_mean_fd	first_echo_mean_signal_slope	first_echo_tsnr_slope	first_echo_standardized_dvars_slope	second_pca_components	second_selected_fraction_possible	second_selected_pca_variance	second_brain_mask_voxels	second_mean_fd	second_echo_mean_signal_slope	second_echo_tsnr_slope	second_echo_standardized_dvars_slope	second_minus_first_pca_components	second_minus_first_selected_fraction_possible	second_minus_first_selected_pca_variance	second_minus_first_brain_mask_voxels	second_minus_first_mean_fd	second_minus_first_echo_mean_signal_slope	second_minus_first_echo_tsnr_slope	second_minus_first_echo_standardized_dvars_slope
10541	ugr	1	01	02	E11	XA60	30	0.12552301255230125	0.5491191759660056	81327	0.36368397874208547	-71774.099485338	-289.55017013398486	0.5919982882324999	36	0.1506276150627615	0.7051645048316327	80859	0.39890056938580426	-266392.9856251936	-429.01036532282296	4.640306440671246	6.0	0.02510460251046026	0.15604532886562716	-468.0	0.03521659064371879	-194618.88613985563	-139.4601951888381	4.0483081524387465
10541	ugr	2	01	02	E11	XA60	33	0.1375	0.6160183515736056	81469	0.37746647425756896	-71637.2333644322	-285.78748402352636	0.6737597225752141	113	0.47280334728033474	0.8796214205433119	81252	0.42420679455763699	-264286.8394310136	-448.93724580067595	5.810956627828879	80.0	0.33530334728033473	0.2636030689697063	-217.0	0.04674032030006803	-192649.60606658141	-163.1497617771496	5.137196905253664
10590	doors	1	01	02	E11	XA60	22	0.10328638497652583	0.42514818137189747	78885	0.12233210839907192	-71249.70933233591	-338.4690755447244	-0.9171789483315753	61	0.28110599078341014	0.7313276842957891	80281	0.17575109616227028	-279558.5832454682	-526.4362926766656	4.867609684698011	39.0	0.17781960580688433	0.3061795029238916	1396.0	0.05341898776319835	-208308.8739131323	-187.96721713194125	5.784788633029587
10590	socialdoors	1	01	02	E11	XA60	20	0.09433962264150944	0.36252365488234056	78772	0.11527053827993154	-71122.02913039831	-335.2062922245302	-0.904286161581777	60	0.2764976958525346	0.74742374357668	79986	0.17947853256927598	-281209.6613952104	-512.9323601480462	5.24506798834617	40.0	0.18215807321102515	0.3849000886943394	1214.0	0.06420799428934444	-210087.63226481213	-177.72606792351598	6.149354149927947
10590	ugr	1	01	02	E11	XA60	18	0.075	0.35724592522502135	78880	0.09477012421692077	-71408.19130335869	-339.1187549961613	-0.6771090376579519	54	0.22594142259414227	0.7051173567990416	80247	0.12592856205410438	-280574.7378178966	-561.2489996617142	3.409151167745054	36.0	0.15094142259414228	0.3478714315740203	1367.0	0.03115843783718361	-209166.54651453788	-222.13024466555288	4.086260205403006
10590	ugr	2	01	02	E11	XA60	19	0.08050847457627118	0.3806814783647136	78827	0.11039092002367305	-71215.80994619077	-339.93979580836077	-0.956485482440776	60	0.2510460251046025	0.7015430381881588	80024	0.14643867882979583	-280992.99478501704	-567.1433819206065	4.474390854967502	41.0	0.1705375505283313	0.32086155982344516	1197.0	0.03604775880612278	-209777.18483882627	-227.20358611224577	5.430876337408278
10617	doors	1	01	02	E11	XA60	20	0.09216589861751152	0.46429335953463446	69388	0.20229827360827818	-67964.1757595633	-311.04444668770503	-1.2020058389449093	46	0.21296296296296297	0.6616789263769717	69211	0.14706996077118117	-291616.240546477	-603.0306447981095	3.9342764850948164	26.0	0.12079706434545144	0.1973855668423372	-177.0	-0.055228312837097004	-223652.06478691375	-291.9861981104045	5.136282324039726
10617	socialdoors	1	01	02	E11	XA60	21	0.09905660377358491	0.46575614677953886	69411	0.2017786084463756	-68181.0746347574	-315.1972871523384	-1.118534265598421	47	0.2175925925925926	0.6904260217338148	69227	0.15377304975412293	-291233.2212925012	-575.6178254303009	3.2661980195165197	26.0	0.11853598881900768	0.22466987495427598	-184.0	-0.048005558692252676	-223052.14665774378	-260.42053827796246	4.384732285114941
10617	ugr	1	01	02	E11	XA60	27	0.11297071129707113	0.589558713436036	69442	0.25980164834255043	-68035.76473076861	-304.7290817601755	-1.0763205890105736	45	0.18828451882845187	0.6395321888652225	69193	0.14962010216552563	-291312.95903480495	-591.802999080809	3.436176735595102	18.0	0.07531380753138074	0.0499734754291864	-249.0	-0.1101815461770248	-223277.19430403633	-287.0739173206334	4.512497324605675
10638	doors	1	01	02	E11	XA60	15	0.06944444444444445	0.42406213431880874	62313	0.15676926152355075	-72368.67476875342	-338.7604809017141	-1.5308664851909857	35	0.16203703703703703	0.6662252597346692	63099	0.13910174126385275	-296619.2964868856	-821.5271398669607	3.7728597244229154	20.0	0.09259259259259259	0.24216312541586044	786.0	-0.017667520259698005	-224250.62171813217	-482.7666589652466	5.303726209613901
10638	socialdoors	1	01	02	E11	XA60	17	0.0794392523364486	0.46457563824449205	62385	0.17701496061622576	-72220.3409156108	-331.8810509605412	-1.2617161108050476	48	0.22119815668202766	0.7078211674674354	61786	0.15171029612656881	-301468.06902131037	-781.7382044726583	3.862481366660755	31.0	0.14175890434557908	0.24324552922294335	-599.0	-0.02530466448965696	-229247.72810569959	-449.85715351211707	5.124197477465803
10638	ugr	1	01	02	E11	XA60	15	0.06276150627615062	0.4310348734024509	63095	0.1574347794199904	-72084.93218800901	-333.3824536529538	-1.803326358005711	55	0.2301255230125523	0.7816229223734693	63159	0.18512066475930489	-296127.02543565887	-762.4258886829977	2.2326012029233158	40.0	0.16736401673640167	0.3505880489710184	64.0	0.027685885339314487	-224042.09324764984	-429.04343503004384	4.035927560929027
10638	ugr	2	01	02	E11	XA60	14	0.05907172995780591	0.3568232537708444	63069	0.14928522205901135	-71775.89561047991	-335.7745481986591	-1.12594606677626	50	0.21008403361344538	0.7052472883465878	63089	0.16455160142308783	-295992.43872957485	-781.8041844063753	3.8743334452057296	36.0	0.15101230365563947	0.3484240345757434	20.0	0.015266379364076488	-224216.54311909492	-446.0296362077162	5.00027951198199
10649	doors	1	01	02	E11	XA60	15	0.06912442396313365	0.4017920013871441	68984	0.16088458372575976	-70109.45545855947	-332.58516316386437	-2.9317228388131307	28	0.12962962962962962	0.6030439826984636	67889	0.21975993940577981	-333201.0459655799	-688.6817471188001	3.9213059505908574	13.0	0.060505205666495976	0.2012519813113195	-1095.0	0.05887535568002006	-263091.5905070205	-356.09658395493574	6.853028789403988
10649	socialdoors	1	01	02	E11	XA60	18	0.08256880733944955	0.3885239872638028	69044	0.17882487247597001	-69758.15342958589	-326.7191972590018	-3.4988142429836113	41	0.18981481481481483	0.6412935970495309	68978	0.17967476827689324	-328392.0054528472	-695.5620273914782	3.75543659532827	23.0	0.10724600747536528	0.25276960978572816	-66.0	0.0008498958009232338	-258633.85202326134	-368.84283013247637	7.254250838311881
10649	ugr	1	01	02	E11	XA60	24	0.1	0.5479087110409351	69154	0.24691187313448812	-69263.90909330291	-309.04566827310003	-2.1050926700171804	75	0.3138075313807531	0.8091027397097994	70362	0.23717244738145771	-319472.1306246644	-561.8403350549453	2.257019185682024	51.0	0.21380753138075312	0.2611940286688643	1208.0	-0.009739425753030412	-250208.22153136152	-252.79466678184525	4.3621118556992045
10649	ugr	2	01	02	E11	XA60	26	0.10833333333333334	0.5734799431287556	69021	0.25217019696153242	-69757.1464973633	-326.44831516774553	-1.997458792174937	25	0.10416666666666667	0.5566057337490108	69122	0.1710059430796792	-325632.099270768	-687.4424169387257	2.8409985228984294	-1.0	-0.004166666666666666	-0.01687420937974482	101.0	-0.08116425388185322	-255874.95277340472	-360.9941017709802	4.8384573150733665
10690	doors	1	01	02	E11	XA60	21	0.09722222222222222	0.4732968191622996	67364	0.22523697841105236	-111465.35742729696	-456.7879824653999	0.02263384297988413	38	0.17674418604651163	0.5773200527410821	67497	0.17982335699918764	-294905.11250287044	-691.5740641234509	4.100228872326781	17.0	0.0795219638242894	0.10402323357878251	133.0	-0.045413621411864724	-183439.75507557348	-234.78608165805093	4.077595029346897
10690	socialdoors	1	01	02	E11	XA60	16	0.07441860465116279	0.37165148548872845	67156	0.23343842180781679	-111974.82571647414	-459.4233368290676	0.6564080979985011	38	0.17511520737327188	0.5819042666407485	67672	0.15379321413087288	-294919.1600876526	-680.0386825261212	4.819981793149963	22.0	0.10069660272210909	0.21025278115202	516.0	-0.07964520767694391	-182944.33437117847	-220.6153456970536	4.163573695151462
10690	ugr	1	01	02	E11	XA60	23	0.09623430962343096	0.4567716711651505	67364	0.22998679689304394	-111516.80996615125	-451.2558054984588	0.3626053210660008	42	0.17573221757322174	0.618870467365282	67571	0.16479999670490045	-295994.0034656367	-686.0746270307967	3.7137129000537867	19.0	0.07949790794979078	0.16209879620013146	207.0	-0.06518680018814349	-184477.19349948544	-234.8188215323379	3.351107578987786
10691	doors	1	01	02	E11	XA60	16	0.07407407407407407	0.24023416876527925	68323	0.11243274886839942	-74894.70525806633	-318.0293463177939	-1.0496124287095807	43	0.19815668202764977	0.6600349209333232	69124	0.12977331141220419	-285086.22368876694	-881.000054183619	-3.6001909766306146	27.0	0.1240826079535757	0.4198007521680439	801.0	0.01734056254380477	-210191.5184307006	-562.970707865825	-2.5505785479210337
10691	socialdoors	1	01	02	E11	XA60	17	0.07834101382488479	0.36717529285244355	68243	0.12753692973877126	-74996.22413168968	-310.72016966535216	-1.5461324553751723	49	0.22580645161290322	0.7059933063293806	68930	0.14448355565486548	-285687.9303857307	-842.704429442843	-3.0618185750497915	32.0	0.14746543778801843	0.3388180134769371	687.0	0.01694662591609422	-210691.706254041	-531.9842597774908	-1.5156861196746192
10691	ugr	1	01	02	E11	XA60	15	0.06302521008403361	0.26252877167375266	68281	0.094613300870897393	-75343.0933635471	-322.0608340192836	-1.166502364390953	58	0.24472573839662448	0.7812111133910979	68999	0.20113113395358131	-285865.8833968863	-703.7855081018891	-2.066377210977898	43.0	0.18170052831259087	0.5186823417173453	718.0	0.10651783308268392	-210522.79003333917	-381.72467408260553	-0.899874846586945
10691	ugr	2	01	02	E11	XA60	13	0.0546218487394958	0.3424387260280759	68135	0.11172219395282942	-75311.86332746722	-319.87760334577973	-1.856469531948596	50	0.21008403361344538	0.6931082169551781	69002	0.1653916492367917	-284281.3357520731	-800.576664081708	-1.5017984007718426	37.0	0.15546218487394958	0.3506694909271022	867.0	0.053669455283962275	-208969.47242460586	-480.6990607359283	0.3546711311767534
10713	doors	1	01	02	E11	XA60	36	0.16666666666666666	0.7564954103040288	65779	0.42359678501036108	-146059.403396448	-486.23759059999566	0.49681700147948554	53	0.24311926605504589	0.7545618632023057	65183	0.22029180836578757	-293842.3208379028	-556.33823520136	10.761639209446647	17.0	0.07645259938837923	-0.0019335471017231098	-596.0	-0.2033049766445735	-147782.91744145477	-70.10064460136437	10.264822207967162
10713	socialdoors	1	01	02	E11	XA60	31	0.14285714285714285	0.6569986241823653	65777	0.29626633000553004	-146021.9418331663	-488.6797666651075	0.4892278759060727	56	0.25688073394495414	0.7630862086577648	64996	0.24083057938954272	-294456.38037189347	-524.98851572882	11.317361085200767	25.0	0.1140235910878113	0.10608758447539945	-781.0	-0.05543575061598732	-148434.43853872718	-36.30874906371247	10.828133209294695
10713	ugr	1	01	02	E11	XA60	33	0.13807531380753138	0.6945365071960632	65434	0.32970618760161408	-146587.45827572103	-485.38987146725214	-0.13626298815484536	51	0.2125	0.7401677837466033	65275	0.2528428465101642	-292249.3538206056	-537.556923656432	9.713753052893932	18.0	0.07442468619246861	0.04563127655054011	-159.0	-0.07686334109144988	-145661.89554488458	-52.167052189179856	9.850016041048777
10716	doors	1	01	02	E11	XA60	30	0.1388888888888889	0.48467771490223666	78311	0.13348483887707463	-145925.53146247467	-473.80667538056196	-0.8878223551208172	25	0.1152073732718894	0.6011040897130503	77112	0.19933072551521769	-276010.1555194738	-511.89502331714857	4.778836654848883	-5.0	-0.023681515616999493	0.11642637481081364	-1199.0	0.06584588663814306	-130084.6240569991	-38.088347936586615	5.6666590099697
10716	socialdoors	1	01	02	E11	XA60	24	0.11059907834101383	0.5040142538054955	78068	0.12750738363257794	-146800.86217676618	-479.84900092404934	-1.3156057968518353	26	0.11926605504587157	0.6358336013767756	77013	0.21656606669885806	-276381.37427885586	-520.9732867595236	4.064434915040762	2.0	0.008666976704857735	0.1318193475712801	-1055.0	0.08905868306628012	-129580.51210208968	-41.12428583547427	5.3800407118925975
10716	ugr	1	01	02	E11	XA60	31	0.13025210084033614	0.501709774373461	78213	0.15229169265444328	-145741.58988185282	-472.8887104748922	-1.4373177678336955	76	0.31666666666666665	0.7859468696555127	77151	0.23018784903213446	-277837.001449863	-506.033037735902	3.6105654063784205	45.0	0.1864145658263305	0.28423709528205177	-1062.0	0.07789615637769118	-132095.4115680102	-33.14432726100978	5.0478831742121155
10716	ugr	2	01	02	E11	XA60	54	0.226890756302521	0.7355883826008923	78148	0.33577513415248605	-145521.62755486392	-443.2095154166139	-1.7359334643995332	30	0.125	0.6341355022568145	76909	0.2577221321870995	-278734.6862974745	-483.20867439647594	3.4404527803314933	-24.0	-0.10189075630252101	-0.10145288034407784	-1239.0	-0.07805300196538656	-133213.05874261056	-39.999158979862045	5.1763862447310265
10807	doors	1	01	02	E11	XA60	34	0.15668202764976957	0.5949232844639983	76632	0.34019786564749588	-139402.81428540844	-403.26098479896405	2.5531708218936027	32	0.14746543778801843	0.7166635103745709	77082	0.49980776879684435	-297097.2108142737	-419.5813676973872	7.60550915963401	-2.0	-0.00921658986175114	0.12174022591057254	450.0	0.15960990314934848	-157694.39652886524	-16.320382898423134	5.052338337740407
10807	socialdoors	1	01	02	E11	XA60	40	0.18433179723502305	0.6443609350139099	77125	0.28960576159962625	-138609.46429034267	-390.83263766987403	0.6604496742885387	99	0.4541284403669725	0.9081643174659856	77260	0.57923386711377489	-293797.8977101714	-362.78654708160883	5.8576017089195735	59.0	0.2697966431319494	0.2638033824520757	135.0	0.28962810551414864	-155188.43341982874	28.0460905882652	5.197152034631035
10807	ugr	1	01	02	E11	XA60	37	0.15546218487394958	0.6603651858903229	77366	0.34806063596210779	-138401.00576891677	-404.78996894388246	2.2281383604581566	97	0.4041666666666667	0.8904824258499273	77207	0.39468188632631757	-300060.10222116037	-407.64268223962034	6.810203717205403	60.0	0.2487044817927171	0.23011723995960442	-159.0	0.046621250364209776	-161659.0964522436	-2.8527132957378853	4.582065356747247
10807	ugr	2	01	02	E11	XA60	37	0.15546218487394958	0.580882450577125	77150	0.30066396706351378	-139042.3052126371	-393.9384196090417	3.1535398678581577	30	0.125	0.6959724020163887	77067	0.37855146650372151	-300604.8858155231	-460.430552900743	7.848587021706926	-7.0	-0.030462184873949583	0.1150899514392637	-83.0	0.07788749944020773	-161562.580602886	-66.4921332917013	4.695047153848769
10809	doors	1	01	02	E11	XA60	25	0.11574074074074074	0.40474976681568325	83989	0.082803765643100422	-147292.3662438856	-493.6753520950179	-1.9525685675806357	66	0.30414746543778803	0.7531271573000905	83726	0.14256886994383972	-274726.4514089967	-509.424426529341	9.360565284374315	41.0	0.18840672469704728	0.34837739048440725	-263.0	0.059765104300739294	-127434.08516511112	-15.74907443432312	11.313133851954952
10809	socialdoors	1	01	02	E11	XA60	25	0.11627906976744186	0.3693008614967248	83736	0.078172096686975112	-147700.592429061	-493.10988087258414	-1.3394966375049102	23	0.10599078341013825	0.5884861094528459	83560	0.13001923104629734	-275031.250844905	-502.3733859406755	9.615420417145495	-2.0	-0.010288286357303611	0.21918524795612104	-176.0	0.05184713435932223	-127330.65841584397	-9.263505068091376	10.954917054650405
10809	ugr	1	01	02	E11	XA60	29	0.12184873949579832	0.6117308371374687	84073	0.10992095807675523	-147750.399253478	-482.669387238625	-3.546383020655002	78	0.325	0.8138107147779579	83795	0.15798259224853514	-274162.48593679967	-462.38408494130863	7.238277207323051	49.0	0.20315126050420168	0.20207987764048918	-278.0	0.048061634171779916	-126412.08668332166	20.285302297316377	10.784660227978053
10809	ugr	2	01	02	E11	XA60	28	0.11764705882352941	0.40899474024356275	83988	0.088440240272963919	-147235.11379300148	-494.8221936337127	-2.2667409206515186	24	0.100418410041841	0.546121864118707	83708	0.12622259170841182	-273875.2050193983	-502.2378334683866	9.255797841909782	-4.0	-0.017228648781688408	0.13712712387514425	-280.0	0.037782351435447906	-126640.09122639682	-7.415639834673925	11.5225387625613
10810	doors	1	01	02	E11	XA60	22	0.10232558139534884	0.4587326064494189	76071	0.13511413809422931	-117154.5197249184	-478.6378482032185	-1.4860432891687743	24	0.11059907834101383	0.5193576111114713	73315	0.1227208392940833	-294318.13633615384	-656.5286133792259	9.514765883131968	2.0	0.008273496945664996	0.060625004662052395	-2756.0	-0.012393298800146016	-177163.61661123543	-177.89076517600745	11.000809172300743
10810	socialdoors	1	01	02	E11	XA60	22	0.10185185185185185	0.4817763511673239	76059	0.16781353147909686	-117703.58282633891	-480.851734262796	-1.366220430501596	41	0.1889400921658986	0.5950497139173723	75298	0.10446048046429414	-289169.6318497532	-661.2916205347312	9.620411329798824	19.0	0.08708824031404676	0.11327336275004835	-761.0	-0.06335305101480272	-171466.0490234143	-180.43988627193522	10.986631760300419
10810	ugr	1	01	02	E11	XA60	23	0.09663865546218488	0.46183578951579685	76017	0.14642786505868619	-116243.61834743465	-486.46426013134845	-1.5360710817273593	49	0.20502092050209206	0.6551848745978971	75408	0.12461289108769792	-290200.7167123846	-626.6536035322752	8.231489304413648	26.0	0.10838226503990718	0.19334908508210025	-609.0	-0.021814973970988263	-173957.09836494995	-140.1893434009267	9.767560386141007
10810	ugr	2	01	02	E11	XA60	21	0.08860759493670886	0.4275506464347375	76026	0.14673147638266004	-116846.03116377597	-484.41968348437257	-1.5657843386377936	24	0.100418410041841	0.5009417278073778	75320	0.1133534750694293	-289523.0857163683	-659.6239115437382	9.86302195461307	3.0	0.011810815105132141	0.07339108137264028	-706.0	-0.03337800131323074	-172677.0545525923	-175.20422805936568	11.428806293250863
10862	doors	1	01	02	E11	XA60	23	0.10697674418604651	0.5921705647087212	77844	0.15191048095973467	-135530.42524939898	-452.58501485705574	-2.797427443992661	57	0.2626728110599078	0.7337515207819298	75831	0.18400001135352401	-295487.7580215143	-608.8751439027917	3.617547518652402	34.0	0.15569606687386128	0.14158095607320864	-2013.0	0.03208953039378934	-159957.3327721153	-156.29012904573597	6.414974962645063
10862	socialdoors	1	01	02	E11	XA60	22	0.10185185185185185	0.5684855185848838	77815	0.14283851415286838	-135909.0903534947	-449.49874990432295	-3.2873160093998486	67	0.3087557603686636	0.7692898197448405	77059	0.19625285583281432	-292184.265969288	-563.5193937836247	3.9527777308742142	45.0	0.20690390851681173	0.20080430115995662	-756.0	0.05341434167994594	-156275.1756157933	-114.0206438793017	7.240093740274062
10862	ugr	1	01	02	E11	XA60	24	0.10126582278481013	0.5625328021483864	78096	0.16122336264536297	-135505.5364197489	-445.6440915355509	-2.769670221338703	47	0.19665271966527198	0.7255011541439342	77103	0.14266562393214191	-292951.35820729804	-624.672831706307	2.233873661978541	23.0	0.09538689688046185	0.16296835199554782	-993.0	-0.018557738713221056	-157445.82178754912	-179.02874017075607	5.003543883317244
10862	ugr	2	01	02	E11	XA60	28	0.11814345991561181	0.6655738201923916	78084	0.1654149019794966	-135639.7200740356	-447.78533882374506	-2.8448963271524823	52	0.2175732217573222	0.6927883869820207	77133	0.13957256138902693	-292347.801108116	-624.4150826389789	4.634630948036626	24.0	0.09942976184171037	0.02721456678962908	-951.0	-0.025842340590469665	-156708.0810340804	-176.62974381523384	7.479527275189108
10866	doors	1	01	02	E11	XA60	31	0.14351851851851852	0.6173895924357315	78219	0.22947314203240521	-137826.23516197252	-475.2015865360531	-3.233430619799133	23	0.10550458715596331	0.6124264054347102	78542	0.22188943949695139	-289289.1996373333	-506.56827706409484	13.638649170429199	-8.0	-0.03801393136255521	-0.004963187001021385	323.0	-0.007583702535453818	-151462.96447536076	-31.366690528041715	16.872079790228334
10866	socialdoors	1	01	02	E11	XA60	33	0.15207373271889402	0.6938455465144123	78143	0.21676170872079292	-138686.11509256775	-497.17811828345947	-4.805048568133847	68	0.3119266055045872	0.8010712288500297	78492	0.2099930353385287	-290419.00116415165	-505.91194670335204	11.952259187604621	35.0	0.15985287278569316	0.10722568233561736	349.0	-0.006768673382264223	-151732.8860715839	-8.733828419892575	16.757307755738466
10866	ugr	1	01	02	E11	XA60	47	0.19747899159663865	0.7589756416753477	78419	0.3004362038951664	-138209.24504106765	-498.20558202667723	-5.06422188581058	102	0.42677824267782427	0.8832245044747572	78598	0.27714753694504396	-291832.57864427625	-426.2578894642043	8.411623437491986	55.0	0.22929925108118562	0.1242488627994095	179.0	-0.02328866695012244	-153623.3336032086	71.94769256247292	13.475845323302567
10866	ugr	2	01	02	E11	XA60	42	0.17647058823529413	0.7312910165342146	78557	0.26817984543971135	-137474.46548375973	-496.18341281782153	-4.5340116483456185	27	0.1125	0.6575078225653529	78380	0.25763946962963097	-291032.9927521304	-477.3347842340027	11.972585556353861	-15.0	-0.06397058823529413	-0.07378319396886168	-177.0	-0.010540375810080382	-153558.52726837064	18.848628583818822	16.50659720469948
10881	doors	1	01	02	E11	XA60	83	0.38425925925925924	0.8572749157845769	70057	0.61707895793651568	-123607.34026900475	-398.92188038503264	-1.8016035225580243	38	0.17511520737327188	0.6568894861044322	51179	0.14753435880164903	-295816.24386687996	-521.8627237528642	10.170566746582942	-45.0	-0.20914405188598736	-0.20038542968014472	-18878.0	-0.4695445991348667	-172208.9035978752	-122.94084336783158	11.972170269140966
10881	socialdoors	1	01	02	E11	XA60	56	0.25925925925925924	0.7469785139409373	70056	0.36175690467774096	-123909.23097862523	-449.2461614632739	-1.3886902942738641	35	0.16055045871559634	0.7073931481384014	57742	0.15808278396982187	-281698.46708006336	-443.5647908575541	10.241799952433581	-21.0	-0.0987088005436629	-0.03958536580253591	-12314.0	-0.2036741207079191	-157789.23610143812	5.681370605719792	11.630490246707446
10881	ugr	1	01	02	E11	XA60	73	0.3054393305439331	0.8389637876903889	70160	0.55820926061725262	-124057.9782759233	-420.3363599660855	-2.018059897496796	48	0.200836820083682	0.7750311563423293	28089	0.19294178619744354	-376563.11000847083	-503.5278597099558	4.157100640325184	-25.0	-0.10460251046025107	-0.0639326313480596	-42071.0	-0.3652674744198091	-252505.13173254754	-83.19149974387028	6.17516053782198
10886	doors	1	01	02	E11	XA60	40	0.18518518518518517	0.7482856738765178	77348	0.3554584041118537	-131228.647022323	-448.0019997516399	1.3724964050039785	92	0.423963133640553	0.8671894252461115	75530	0.29434608934382317	-295223.513151115	-492.0958802072808	2.72184041761071	52.0	0.23877794845536782	0.11890375136959375	-1818.0	-0.06111231476803053	-163994.86612879197	-44.093880455640885	1.3493440126067313
10886	socialdoors	1	01	02	E11	XA60	50	0.2304147465437788	0.7631002288570808	77256	0.44904122125338952	-131245.9450887665	-422.6081856714878	0.502022137450315	86	0.3944954128440367	0.8815439044171937	75254	0.22962420720978358	-298363.3375821262	-460.1692209233571	4.7170404600974765	36.0	0.16408066630025792	0.11844367556011282	-2002.0	-0.21941701404360595	-167117.39249335972	-37.56103525186933	4.215018322647161
