subject	session	task	run	run_key	software_versions	software_era	echo	echo_time	n_volumes	brain_mask_voxels	mean_signal	median_temporal_standard_deviation	median_tsnr	median_standardized_dvars	median_lag1_autocorrelation	low_frequency_power_fraction	high_frequency_power_fraction	spectral_entropy	echo_file
10317	01	doors	1	sub-10317_ses-01_task-doors_run-1	syngo MR E11	E11	1	0.0138	218	75530	6049.742602009363	210.88735831632894	29.03644333638111	1.718358833073282	0.0750090954510438	0.3795571915263978	0.3244142713645334	0.8880071606834141	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz
10317	01	doors	1	sub-10317_ses-01_task-doors_run-1	syngo MR E11	E11	2	0.03154	218	75530	4313.079676678894	188.9393250494282	22.830020349595287	1.6467373746752851	0.09947824570566374	0.39653947291806	0.31309054200566133	0.8831020379850014	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz
10317	01	doors	1	sub-10317_ses-01_task-doors_run-1	syngo MR E11	E11	3	0.04928	218	75530	3075.555368142344	176.24942559556013	16.62365490924882	1.6198062950685244	0.10598128886316618	0.40156473807959947	0.31021698308292045	0.8813111948682026	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz
10317	01	doors	1	sub-10317_ses-01_task-doors_run-1	syngo MR E11	E11	4	0.06702	218	75530	2196.138776131772	165.55876905356803	11.725873380151828	1.619789784106214	0.10525880483293845	0.40122193128250316	0.30909122535921485	0.8812742206465085	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz
10317	01	sharedreward	1	sub-10317_ses-01_task-sharedreward_run-1	syngo MR E11	E11	1	0.0138	255	75619	6151.163244491187	233.45332784751756	27.093423587583843	1.649433312008249	0.11366511829598065	0.41235713253769013	0.3194865258650288	0.8808123521757798	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz
10317	01	sharedreward	1	sub-10317_ses-01_task-sharedreward_run-1	syngo MR E11	E11	2	0.03154	255	75619	4384.8100382252405	209.4135881973753	21.094764293311687	1.601161101849616	0.14751784351048253	0.4364167861701416	0.3057056368114216	0.871632218167892	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz
10317	01	sharedreward	1	sub-10317_ses-01_task-sharedreward_run-1	syngo MR E11	E11	3	0.04928	255	75619	3119.7709873383506	195.45813555406966	15.232059211843227	1.6060918308832917	0.15456461442634642	0.4374858257512726	0.3038938067807594	0.8697276188347285	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz
10317	01	sharedreward	1	sub-10317_ses-01_task-sharedreward_run-1	syngo MR E11	E11	4	0.06702	255	75619	2225.7375722244615	182.69157107495278	10.763560893803195	1.6350091966436406	0.15075183325128091	0.43407860488877	0.3045323438902512	0.872508304396282	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz
10317	01	sharedreward	2	sub-10317_ses-01_task-sharedreward_run-2	syngo MR E11	E11	1	0.0138	255	75797	6101.542657032785	231.9526251559319	26.792606844426146	1.5987069950703043	0.11808210858965379	0.41067283626157214	0.30984245213211803	0.8797942628036146	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz
10317	01	sharedreward	2	sub-10317_ses-01_task-sharedreward_run-2	syngo MR E11	E11	2	0.03154	255	75797	4349.794529986359	207.11381966014727	20.901271215569732	1.5479001421792749	0.15013693508727022	0.43683126679096557	0.297840030875944	0.8706417048770476	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz
10317	01	sharedreward	2	sub-10317_ses-01_task-sharedreward_run-2	syngo MR E11	E11	3	0.04928	255	75797	3099.2979392062875	192.86131343270065	15.123900391366384	1.5483913448025661	0.15812553473105603	0.43549134227945135	0.29665496845201805	0.8734446166790477	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz
10317	01	sharedreward	2	sub-10317_ses-01_task-sharedreward_run-2	syngo MR E11	E11	4	0.06702	255	75797	2213.039246935829	180.7239267294971	10.640421837590953	1.567018822450445	0.15727383628055996	0.44044634126022736	0.2918197283483336	0.871261995501515	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz
10317	01	socialdoors	1	sub-10317_ses-01_task-socialdoors_run-1	syngo MR E11	E11	1	0.0138	218	75447	6045.1772759141	213.31118404397117	28.550055772514476	1.7336439662444774	0.08122870502420729	0.3802875326133355	0.3284022771980657	0.8936741208999884	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz
