Volume,Subject,Session,Task,Run,Filepath
126,sub-10596,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10596/ses-01/func/sub-10596_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
127,sub-10596,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10596/ses-01/func/sub-10596_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
128,sub-10603,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10603/ses-01/func/sub-10603_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
129,sub-10603,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10603/ses-01/func/sub-10603_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
130,sub-10603,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10603/ses-01/func/sub-10603_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
131,sub-10603,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10603/ses-01/func/sub-10603_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
132,sub-10603,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10603/ses-01/func/sub-10603_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
133,sub-10603,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10603/ses-01/func/sub-10603_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
134,sub-10606,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10606/ses-01/func/sub-10606_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
135,sub-10606,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10606/ses-01/func/sub-10606_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
136,sub-10606,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10606/ses-01/func/sub-10606_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
137,sub-10606,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10606/ses-01/func/sub-10606_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
138,sub-10606,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10606/ses-01/func/sub-10606_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
139,sub-10606,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10606/ses-01/func/sub-10606_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
140,sub-10606,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10606/ses-01/func/sub-10606_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
141,sub-10606,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10606/ses-01/func/sub-10606_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
142,sub-10608,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10608/ses-01/func/sub-10608_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
143,sub-10608,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10608/ses-01/func/sub-10608_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
144,sub-10608,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10608/ses-01/func/sub-10608_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
145,sub-10608,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10608/ses-01/func/sub-10608_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
146,sub-10608,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10608/ses-01/func/sub-10608_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
147,sub-10608,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10608/ses-01/func/sub-10608_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
148,sub-10608,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10608/ses-01/func/sub-10608_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
149,sub-10617,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10617/ses-01/func/sub-10617_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
150,sub-10617,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10617/ses-01/func/sub-10617_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
151,sub-10617,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10617/ses-01/func/sub-10617_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
152,sub-10617,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10617/ses-01/func/sub-10617_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
153,sub-10617,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10617/ses-01/func/sub-10617_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
154,sub-10617,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10617/ses-01/func/sub-10617_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
155,sub-10636,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10636/ses-01/func/sub-10636_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
156,sub-10636,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10636/ses-01/func/sub-10636_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
157,sub-10636,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10636/ses-01/func/sub-10636_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
158,sub-10636,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10636/ses-01/func/sub-10636_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
159,sub-10636,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10636/ses-01/func/sub-10636_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
160,sub-10638,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10638/ses-01/func/sub-10638_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
161,sub-10638,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10638/ses-01/func/sub-10638_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
162,sub-10638,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10638/ses-01/func/sub-10638_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
163,sub-10638,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10638/ses-01/func/sub-10638_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
164,sub-10638,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10638/ses-01/func/sub-10638_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
165,sub-10640,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10640/ses-01/func/sub-10640_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
166,sub-10640,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10640/ses-01/func/sub-10640_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
167,sub-10640,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10640/ses-01/func/sub-10640_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
168,sub-10640,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10640/ses-01/func/sub-10640_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
169,sub-10640,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10640/ses-01/func/sub-10640_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
170,sub-10640,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10640/ses-01/func/sub-10640_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
171,sub-10640,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10640/ses-01/func/sub-10640_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
172,sub-10640,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10640/ses-01/func/sub-10640_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
173,sub-10641,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10641/ses-01/func/sub-10641_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
174,sub-10641,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10641/ses-01/func/sub-10641_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
175,sub-10641,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10641/ses-01/func/sub-10641_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
176,sub-10641,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10641/ses-01/func/sub-10641_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
177,sub-10641,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10641/ses-01/func/sub-10641_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
178,sub-10642,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10642/ses-01/func/sub-10642_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
179,sub-10642,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10642/ses-01/func/sub-10642_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
180,sub-10642,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10642/ses-01/func/sub-10642_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
181,sub-10642,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10642/ses-01/func/sub-10642_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
182,sub-10642,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10642/ses-01/func/sub-10642_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
183,sub-10642,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10642/ses-01/func/sub-10642_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
184,sub-10642,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10642/ses-01/func/sub-10642_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
185,sub-10642,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10642/ses-01/func/sub-10642_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
186,sub-10644,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10644/ses-01/func/sub-10644_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
187,sub-10644,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10644/ses-01/func/sub-10644_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
188,sub-10644,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10644/ses-01/func/sub-10644_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
189,sub-10644,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10644/ses-01/func/sub-10644_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
190,sub-10644,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10644/ses-01/func/sub-10644_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
191,sub-10644,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10644/ses-01/func/sub-10644_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
192,sub-10644,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10644/ses-01/func/sub-10644_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
193,sub-10644,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10644/ses-01/func/sub-10644_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
194,sub-10647,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10647/ses-01/func/sub-10647_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
195,sub-10647,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10647/ses-01/func/sub-10647_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
196,sub-10647,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10647/ses-01/func/sub-10647_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
197,sub-10647,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10647/ses-01/func/sub-10647_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
198,sub-10647,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10647/ses-01/func/sub-10647_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
199,sub-10647,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10647/ses-01/func/sub-10647_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
200,sub-10647,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10647/ses-01/func/sub-10647_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
201,sub-10647,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10647/ses-01/func/sub-10647_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
202,sub-10649,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10649/ses-01/func/sub-10649_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
203,sub-10649,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10649/ses-01/func/sub-10649_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
204,sub-10649,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10649/ses-01/func/sub-10649_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
205,sub-10649,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10649/ses-01/func/sub-10649_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
206,sub-10649,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10649/ses-01/func/sub-10649_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
207,sub-10649,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10649/ses-01/func/sub-10649_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
208,sub-10649,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10649/ses-01/func/sub-10649_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
209,sub-10649,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10649/ses-01/func/sub-10649_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
210,sub-10652,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10652/ses-01/func/sub-10652_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
211,sub-10652,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10652/ses-01/func/sub-10652_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
212,sub-10652,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10652/ses-01/func/sub-10652_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
213,sub-10652,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10652/ses-01/func/sub-10652_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
214,sub-10652,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10652/ses-01/func/sub-10652_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
215,sub-10652,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10652/ses-01/func/sub-10652_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
216,sub-10652,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10652/ses-01/func/sub-10652_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
217,sub-10652,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10652/ses-01/func/sub-10652_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
218,sub-10656,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10656/ses-01/func/sub-10656_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
219,sub-10656,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10656/ses-01/func/sub-10656_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
220,sub-10656,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10656/ses-01/func/sub-10656_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
221,sub-10656,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10656/ses-01/func/sub-10656_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
222,sub-10656,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10656/ses-01/func/sub-10656_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
223,sub-10656,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10656/ses-01/func/sub-10656_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
224,sub-10656,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10656/ses-01/func/sub-10656_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
225,sub-10656,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10656/ses-01/func/sub-10656_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
226,sub-10657,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10657/ses-01/func/sub-10657_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
227,sub-10657,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10657/ses-01/func/sub-10657_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
228,sub-10657,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10657/ses-01/func/sub-10657_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
229,sub-10657,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10657/ses-01/func/sub-10657_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
230,sub-10657,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10657/ses-01/func/sub-10657_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
231,sub-10657,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10657/ses-01/func/sub-10657_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
232,sub-10657,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10657/ses-01/func/sub-10657_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
233,sub-10657,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10657/ses-01/func/sub-10657_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
234,sub-10661,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10661/ses-01/func/sub-10661_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
235,sub-10661,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10661/ses-01/func/sub-10661_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
236,sub-10661,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10661/ses-01/func/sub-10661_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
237,sub-10661,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10661/ses-01/func/sub-10661_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
238,sub-10661,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10661/ses-01/func/sub-10661_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
239,sub-10661,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10661/ses-01/func/sub-10661_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
240,sub-10661,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10661/ses-01/func/sub-10661_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
241,sub-10661,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10661/ses-01/func/sub-10661_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
242,sub-10663,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10663/ses-01/func/sub-10663_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
243,sub-10663,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10663/ses-01/func/sub-10663_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
244,sub-10663,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10663/ses-01/func/sub-10663_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
245,sub-10663,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10663/ses-01/func/sub-10663_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
246,sub-10663,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10663/ses-01/func/sub-10663_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
247,sub-10663,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10663/ses-01/func/sub-10663_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
248,sub-10663,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10663/ses-01/func/sub-10663_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
