subject	session	paradigm	task	run	tsnr	fd_mean	tedana_total_components	tedana_accepted_components	tedana_rejected_components	tedana_rejected_fraction	brain_coverage_pct	tsnr_outlier	fd_mean_outlier	tedana_outlier	brain_coverage_outlier	imaging_qc_outlier	outlier_reasons	qc_complete	missing_metrics	qc_status	bids_bold	mriqc_json	tedana_metrics	fmriprep_brain_mask
10317	01	socialdoors	doors	1	19.680794991203584	0.17284926651210825	16	8	8	0.5	99.940219990435196	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-2_part-mag_bold.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10317	01	sharedreward	sharedreward	1	17.756101141683757	0.18742617428573752	18	11	7	0.3888888888888889	99.942876879749193	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10317	01	sharedreward	sharedreward	2	18.523996904026717	0.20053482415930207	17	9	8	0.47058823529411764	99.960146660290135	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10317	01	socialdoors	socialdoors	1	20.533172876457684	0.18676543739735199	18	10	8	0.44444444444444442	99.928263988522232	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-2_part-mag_bold.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10317	01	trust	trust	1	18.889986241585575	0.2117265459830239	19	11	8	0.42105263157894735	99.944205324406184	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-2_part-mag_bold.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10317	01	ugr	ugr	1	21.129411901347339	0.20044653217903485	17	11	6	0.35294117647058826	99.913651097295286	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-2_part-mag_bold.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10317	01	ugr	ugr	2	22.256739333737642	0.17472888088414582	17	8	9	0.52941176470588236	99.920293320580271	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-2_part-mag_bold.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10369	01	socialdoors	doors	1	20.754516958259046	0.10807993893313589	15	8	7	0.46666666666666667	99.909665763324298	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-2_part-mag_bold.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10369	01	sharedreward	sharedreward	1	18.892139293369837	0.1124872321440448	17	15	2	0.11764705882352941	99.928263988522232	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
10369	01	sharedreward	sharedreward	2	19.339240408502519	0.14116774213314001	19	11	8	0.42105263157894735	99.901695095382323	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		pass	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/mriqc/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz
