subject	session	task	run	run_key	software_era	nss_count	comparison	candidate_minus_reference_tsnr	candidate_minus_reference_standardized_dvars	candidate_minus_reference_fd_dvars_spearman	candidate_minus_reference_fraction_high_dvars	candidate_minus_reference_motion24_global_signal_r_squared	candidate_minus_reference_variance_removed_fraction	candidate_minus_reference_lag1_autocorrelation	median_voxelwise_temporal_correlation	median_volume_spatial_correlation	normalized_rmse
10785	01	sharedreward	1	sub-10785_ses-01_task-sharedreward_run-1	E11	0	base_vs_tedana_full	7.68191247144523	-0.06278867243570607	-0.022707775338824343	0.0	-0.12216101008057667	0.10132710739991724	-0.0051594663950687205	0.9145409038328118	0.9996973651087335	0.009636121546414423
10785	01	sharedreward	1	sub-10785_ses-01_task-sharedreward_run-1	E11	0	tedana_full_vs_tedana_nss	1.4210854715202004e-14	-8.881784197001252e-16	0.0	0.0	-1.27675647831893e-14	-1.1102230246251565e-16	-1.5265566588595902e-16	1.0	1.0	4.435850264745993e-16
10804	01	sharedreward	2	sub-10804_ses-01_task-sharedreward_run-2	E11	8	base_vs_tedana_full	7.7728409067000825	-0.14624290591267575	0.13485549843517936	-0.004065040650406582	-0.02027532314318048	0.1231961721895034	-0.012776590608743688	0.9286353833998641	0.9996432514651362	0.009496833971304129
10804	01	sharedreward	2	sub-10804_ses-01_task-sharedreward_run-2	E11	8	tedana_full_vs_tedana_nss	0.032507595264164024	-0.020526957414152225	-0.054887419567412235	0.0	-0.06693693071345153	0.0014872878957747915	0.014588816944568362	0.970619811510794	0.9999336992785589	0.00414427395058409
10807	01	sharedreward	2	sub-10807_ses-01_task-sharedreward_run-2	E11	1	base_vs_tedana_full	11.424795644720646	-0.11548307683900894	-0.025544237800314507	0.015810276679841917	-0.009808341919534835	0.16034478404578267	0.0066465756869718015	0.847925573012366	0.9994006111549987	0.013638784305894684
10807	01	sharedreward	2	sub-10807_ses-01_task-sharedreward_run-2	E11	1	tedana_full_vs_tedana_nss	-2.056280985793876	-0.0274377994624464	-0.05742192305013255	-0.007905138339920903	0.002347879534510544	-0.02460484174450317	0.0053948841714682606	0.9057665066428645	0.9998135265904353	0.008089160102356083
10913	01	sharedreward	1	sub-10913_ses-01_task-sharedreward_run-1	E11	1	base_vs_tedana_full	7.3875188047747145	-0.15922764621352026	0.24425010114842366	0.0	0.03986912003697274	0.07743882773622934	0.018020244324666666	0.9395552736754336	0.9997260122421716	0.008690139540386142
10913	01	sharedreward	1	sub-10913_ses-01_task-sharedreward_run-1	E11	1	tedana_full_vs_tedana_nss	1.7756349632672936	0.01773490061258176	-0.035220399821563775	0.0	-0.027067066801080952	0.01622692558825667	-0.00803465223613798	0.9706290017517413	0.9999516406483443	0.004037319756295419
11012	01	sharedreward	1	sub-11012_ses-01_task-sharedreward_run-1	E11	2	base_vs_tedana_full	2.324176942368453	-0.12446509875380807	-0.038433129893375856	-0.003968253968253954	-0.009170771605203631	0.029130657303264362	-0.0025763635003979695	0.9742301304949028	0.9998940571242824	0.005631421843019958
11012	01	sharedreward	1	sub-11012_ses-01_task-sharedreward_run-1	E11	2	tedana_full_vs_tedana_nss	4.2725932988348205	0.019430336942667603	-0.06802078342005588	0.0	-0.006451944210735361	0.04219980259619549	-0.009879993887532435	0.9485357391830567	0.9999044729768394	0.005611032273334848
