subject	session	paradigm	task	run	run_key	audit_status	audit_issues	repetition_time	number_of_original_volumes	echo_times	fmriprep_version	tedana_version	tedana_version_source	nss_count	number_of_steady_state_volumes	n_ica	n_accepted	n_rejected	rejected_fraction	accepted_normalized_variance	rejected_normalized_variance	largest_component_normalized_variance	largest_rejected_component_normalized_variance	ica_components_per_steady_state_volume	accepted_components_per_steady_state_volume	mean_fd	median_fd	p95_fd	max_fd	fraction_fd_gt_0_2	fraction_fd_gt_0_5	mean_standardized_dvars	median_standardized_dvars	p95_standardized_dvars	max_standardized_dvars	manufacturer	manufacturers_model_name	software_versions	magnetic_field_strength	variance_fraction_source	bids_bold	echo_files	echo_jsons	fmriprep_mask	fmriprep_confounds	tedana_metrics	tedana_mixing	tedana_pca_metrics	tedana_cross_component_metrics	tedana_decomposition	tedana_status_table	selection_reason
10785	01	sharedreward	sharedreward	1	sub-10785_ses-01_task-sharedreward_run-1	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	0	255	31	17	14	0.45161290322580644	0.27450966966733448	0.72549033033266541	0.20804358935668313	0.20804358935668313	0.12156862745098039	0.066666666666666666	0.18219863947086101	0.17440437668169445	0.29684022301616936	0.4826029892391423	0.3543307086614173	0	1.3528846417322835	1.3155535	1.7377135499999998	2.298095	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-1_part-mag_bold.json;bids/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json;bids/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-3_part-mag_bold.json;bids/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10785/ses-01/sub-10785_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10785/ses-01/sub-10785_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10785/ses-01/sub-10785_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10785/ses-01/sub-10785_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10785/ses-01/sub-10785_ses-01_task-sharedreward_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10785/ses-01/sub-10785_ses-01_task-sharedreward_run-1_desc-ICA_status_table.tsv	ordinary_control
10804	01	sharedreward	sharedreward	2	sub-10804_ses-01_task-sharedreward_run-2	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	8	247	27	19	8	0.29629629629629628	0.71421823958655162	0.28578176041344849	0.09976184542766707	0.08046994660796776	0.10931174089068826	0.076923076923076927	0.15357215572286761	0.14019211297783662	0.20140136181521079	2.4392495354877122	0.05905511811023622	0.007874015748031496	1.3030707795275589	1.2621614999999999	1.57227915	4.1075309999999998	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-1_part-mag_bold.json;bids/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json;bids/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-3_part-mag_bold.json;bids/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10804/ses-01/sub-10804_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-10804/ses-01/sub-10804_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-10804/ses-01/sub-10804_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-10804/ses-01/sub-10804_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10804/ses-01/sub-10804_ses-01_task-sharedreward_run-2_desc-ICA_decomposition.json	derivatives/tedana/sub-10804/ses-01/sub-10804_ses-01_task-sharedreward_run-2_desc-ICA_status_table.tsv	nss_count_8_coverage
10807	01	sharedreward	sharedreward	2	sub-10807_ses-01_task-sharedreward_run-2	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	1	254	41	29	12	0.29268292682926828	0.56123467072398003	0.43876532927602013	0.2791352340760993	0.2791352340760993	0.16141732283464566	0.1141732283464567	0.39777368952869224	0.32506401008729957	0.94050460391930013	1.5361403748157028	0.76771653543307083	0.27952755905511811	1.1777690511811025	1.128255	1.6220997999999998	2.3189500000000001	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-1_part-mag_bold.json;bids/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json;bids/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-3_part-mag_bold.json;bids/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10807/ses-01/sub-10807_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-10807/ses-01/sub-10807_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-10807/ses-01/sub-10807_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-10807/ses-01/sub-10807_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10807/ses-01/sub-10807_ses-01_task-sharedreward_run-2_desc-ICA_decomposition.json	derivatives/tedana/sub-10807/ses-01/sub-10807_ses-01_task-sharedreward_run-2_desc-ICA_status_table.tsv	high_motion_ordinary_classification
10913	01	sharedreward	sharedreward	1	sub-10913_ses-01_task-sharedreward_run-1	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	1	254	31	18	13	0.41935483870967744	0.79378745132364759	0.20621254867635241	0.262296608563024	0.033454334251947118	0.12204724409448819	0.070866141732283464	0.20533456430093011	0.17838462100510544	0.40011557222041116	0.82256633952856106	0.43700787401574803	0.035433070866141732	1.2011089803149606	1.15985	1.54684585	1.9556119999999999	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-1_part-mag_bold.json;bids/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json;bids/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-3_part-mag_bold.json;bids/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10913/ses-01/sub-10913_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10913/ses-01/sub-10913_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10913/ses-01/sub-10913_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10913/ses-01/sub-10913_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10913/ses-01/sub-10913_ses-01_task-sharedreward_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10913/ses-01/sub-10913_ses-01_task-sharedreward_run-1_desc-ICA_status_table.tsv	ordinary_control
11012	01	sharedreward	sharedreward	1	sub-11012_ses-01_task-sharedreward_run-1	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	2	253	31	19	12	0.38709677419354838	0.16578394429579296	0.83421605570420709	0.32061716073162244	0.32061716073162244	0.1225296442687747	0.075098814229249009	0.15034377964378878	0.13785437649372739	0.24275233914860289	0.77732421787218065	0.13779527559055119	0.007874015748031496	1.2860755354330708	1.2706649999999999	1.5147176	1.8524449999999999	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-1_part-mag_bold.json;bids/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json;bids/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-3_part-mag_bold.json;bids/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-11012/ses-01/func/sub-11012_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-11012/ses-01/sub-11012_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-11012/ses-01/sub-11012_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-11012/ses-01/sub-11012_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-11012/ses-01/sub-11012_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-11012/ses-01/sub-11012_ses-01_task-sharedreward_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-11012/ses-01/sub-11012_ses-01_task-sharedreward_run-1_desc-ICA_status_table.tsv	ordinary_control
11068	01	sharedreward	sharedreward	1	sub-11068_ses-01_task-sharedreward_run-1	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	2	253	31	18	13	0.41935483870967744	0.26111179593902512	0.73888820406097477	0.34757107499539208	0.34757107499539208	0.1225296442687747	0.071146245059288543	0.12931872366567507	0.098621090323558855	0.26399026726558411	1.0898417672923868	0.1062992125984252	0.023622047244094488	1.2214213700787402	1.1894205	1.4492535499999999	2.3300969999999999	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-1_part-mag_bold.json;bids/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json;bids/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-3_part-mag_bold.json;bids/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-11068/ses-01/sub-11068_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-11068/ses-01/sub-11068_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-11068/ses-01/sub-11068_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-11068/ses-01/sub-11068_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-11068/ses-01/sub-11068_ses-01_task-sharedreward_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-11068/ses-01/sub-11068_ses-01_task-sharedreward_run-1_desc-ICA_status_table.tsv	ordinary_control
11072	01	sharedreward	sharedreward	2	sub-11072_ses-01_task-sharedreward_run-2	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	0	255	31	19	12	0.38709677419354838	0.17706912592443466	0.82293087407556542	0.36640272224550202	0.36640272224550202	0.12156862745098039	0.074509803921568626	0.1365045742093341	0.120631298324565	0.26339118900088165	0.80789309516098362	0.12204724409448819	0.007874015748031496	1.2121788464566927	1.1811530000000001	1.4731627999999999	2.137645	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-1_part-mag_bold.json;bids/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json;bids/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-3_part-mag_bold.json;bids/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-11072/ses-01/sub-11072_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-11072/ses-01/sub-11072_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-11072/ses-01/sub-11072_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-11072/ses-01/sub-11072_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-11072/ses-01/sub-11072_ses-01_task-sharedreward_run-2_desc-ICA_decomposition.json	derivatives/tedana/sub-11072/ses-01/sub-11072_ses-01_task-sharedreward_run-2_desc-ICA_status_table.tsv	nss_zero_control
11301	01	sharedreward	sharedreward	2	sub-11301_ses-01_task-sharedreward_run-2	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	2	253	31	18	13	0.41935483870967744	0.39086557776204545	0.60913442223795455	0.12617090117258184	0.12617090117258184	0.1225296442687747	0.071146245059288543	0.10520523775474684	0.088791399919045402	0.19143391535483306	0.85048702361413953	0.047244094488188976	0.007874015748031496	1.288913653543307	1.2705790000000001	1.4574304	2.1381920000000001	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-1_part-mag_bold.json;bids/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json;bids/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-3_part-mag_bold.json;bids/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-11301/ses-01/sub-11301_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-11301/ses-01/sub-11301_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-11301/ses-01/sub-11301_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-11301/ses-01/sub-11301_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-11301/ses-01/sub-11301_ses-01_task-sharedreward_run-2_desc-ICA_decomposition.json	derivatives/tedana/sub-11301/ses-01/sub-11301_ses-01_task-sharedreward_run-2_desc-ICA_status_table.tsv	ordinary_control
11329	01	sharedreward	sharedreward	1	sub-11329_ses-01_task-sharedreward_run-1	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	2	253	31	18	13	0.41935483870967744	0.39022565873945886	0.6097743412605412	0.1518217553273537	0.1518217553273537	0.1225296442687747	0.071146245059288543	0.092876978166048271	0.086808334093986889	0.16055644013041723	0.44748844417445299	0.01968503937007874	0	1.2704356496062992	1.265922	1.4707393	2.004095	Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-1_part-mag_bold.json;bids/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json;bids/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-3_part-mag_bold.json;bids/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-11329/ses-01/sub-11329_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-11329/ses-01/sub-11329_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-11329/ses-01/sub-11329_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-11329/ses-01/sub-11329_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-11329/ses-01/sub-11329_ses-01_task-sharedreward_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-11329/ses-01/sub-11329_ses-01_task-sharedreward_run-1_desc-ICA_status_table.tsv	ordinary_control
11560	01	sharedreward	sharedreward	2	sub-11560_ses-01_task-sharedreward_run-2	complete		1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	1	254	147	114	33	0.22448979591836735	0.70382336350382446	0.29617663649617548	0.024883744983440925	0.024883744983440925	0.57874015748031493	0.44881889763779526	1.2862436004228159	0.78941465250777554	4.0121277297424571	7.7206444928768008	0.96062992125984248	0.6889763779527559	1.1620811850393702	1.0186385	2.2870564	2.9861239999999998	Siemens	MAGNETOM Prisma	syngo MR XA30	3	normalized variance explained	bids/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-1_part-mag_bold.json;bids/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json;bids/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-3_part-mag_bold.json;bids/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-11560/ses-01/sub-11560_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-11560/ses-01/sub-11560_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-11560/ses-01/sub-11560_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-11560/ses-01/sub-11560_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-11560/ses-01/sub-11560_ses-01_task-sharedreward_run-2_desc-ICA_decomposition.json	derivatives/tedana/sub-11560/ses-01/sub-11560_ses-01_task-sharedreward_run-2_desc-ICA_status_table.tsv	high_rejected_count_high_motion;high_ica_dimensionality
