subject	session	paradigm	task	run	run_key	audit_status	audit_issues	repetition_time	number_of_original_volumes	echo_times	fmriprep_version	tedana_version	tedana_version_source	nss_count	number_of_steady_state_volumes	n_ica	n_accepted	n_rejected	rejected_fraction	accepted_normalized_variance	rejected_normalized_variance	largest_component_normalized_variance	largest_rejected_component_normalized_variance	ica_components_per_steady_state_volume	accepted_components_per_steady_state_volume	mean_fd	median_fd	p95_fd	max_fd	fraction_fd_gt_0_2	fraction_fd_gt_0_5	mean_standardized_dvars	median_standardized_dvars	p95_standardized_dvars	max_standardized_dvars	manufacturer	manufacturers_model_name	software_versions	magnetic_field_strength	variance_fraction_source	bids_bold	echo_files	echo_jsons	fmriprep_mask	fmriprep_optcom	fmriprep_confounds	tedana_metrics	tedana_mixing	tedana_pca_metrics	tedana_cross_component_metrics	tedana_decomposition	tedana_status_table
10317	01	socialdoors	doors	1	sub-10317_ses-01_task-doors_run-1	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	218	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	1	217	16	8	8	0.5	0.17528909413957702	0.82471090586042295	0.37060251879299844	0.37060251879299844	0.073732718894009217	0.036866359447004608											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-1_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-2_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-3_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-ICA_status_table.tsv
10317	01	sharedreward	sharedreward	1	sub-10317_ses-01_task-sharedreward_run-1	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	1	254	18	11	7	0.3888888888888889	0.23050326654887404	0.76949673345112624	0.30219888689275415	0.30219888689275415	0.070866141732283464	0.043307086614173228											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-1_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-3_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-ICA_status_table.tsv
10317	01	sharedreward	sharedreward	2	sub-10317_ses-01_task-sharedreward_run-2	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	1	254	17	9	8	0.47058823529411764	0.16772493749057429	0.83227506250942573	0.34847515635827203	0.34847515635827203	0.066929133858267723	0.035433070866141732											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-1_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-3_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-ICA_decomposition.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-ICA_status_table.tsv
10317	01	socialdoors	socialdoors	1	sub-10317_ses-01_task-socialdoors_run-1	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	218	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	0	218	18	10	8	0.44444444444444442	0.21122986658995371	0.78877013341004631	0.22599489108213569	0.22599489108213569	0.082568807339449546	0.045871559633027525											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-1_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-2_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-3_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-ICA_status_table.tsv
10317	01	trust	trust	1	sub-10317_ses-01_task-trust_run-1	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	280	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	0	280	19	11	8	0.42105263157894735	0.19274520038134374	0.8072547996186562	0.32639163450128444	0.32639163450128444	0.067857142857142852	0.039285714285714285											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-1_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-2_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-3_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-ICA_status_table.tsv
10317	01	ugr	ugr	1	sub-10317_ses-01_task-ugr_run-1	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	240	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	2	238	17	11	6	0.35294117647058826	0.25226968990530291	0.74773031009469704	0.19290043119138808	0.19290043119138808	0.071428571428571425	0.046218487394957986											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-1_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-2_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-3_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-ICA_status_table.tsv
10317	01	ugr	ugr	2	sub-10317_ses-01_task-ugr_run-2	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	240	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	2	238	17	8	9	0.52941176470588236	0.1760142412058423	0.82398575879415781	0.13872862020870216	0.13872862020870216	0.071428571428571425	0.033613445378151259											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-1_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-2_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-3_part-mag_bold.json;bids/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-ICA_decomposition.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-ICA_status_table.tsv
10369	01	socialdoors	doors	1	sub-10369_ses-01_task-doors_run-1	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	218	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	1	217	15	8	7	0.46666666666666667	0.22801094214782461	0.77198905785217509	0.37183830973905807	0.37183830973905807	0.069124423963133647	0.036866359447004608											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-1_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-2_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-3_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-ICA_status_table.tsv
10369	01	sharedreward	sharedreward	1	sub-10369_ses-01_task-sharedreward_run-1	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	3	252	17	15	2	0.11764705882352941	0.35422971217073107	0.64577028782926904	0.48093385931333466	0.48093385931333466	0.067460317460317457	0.059523809523809521											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-1_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-2_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-3_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-ICA_decomposition.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-ICA_status_table.tsv
10369	01	sharedreward	sharedreward	2	sub-10369_ses-01_task-sharedreward_run-2	incomplete	missing_fmriprep_optcom;invalid_confounds:ValueError:assignment destination is read-only	1.6150000095367432	255	0.0138;0.03154;0.04928;0.06702	25.2.5	26.0.3	pinned_runtime_no_per_run_metadata	3	252	19	11	8	0.42105263157894735	0.22881475427606007	0.77118524572394009	0.27136833588761405	0.27136833588761405	0.075396825396825393	0.043650793650793648											Siemens	Prisma	syngo MR E11	3	normalized variance explained	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz;derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz	bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-1_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-2_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-3_part-mag_bold.json;bids/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_echo-4_part-mag_bold.json	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_part-mag_desc-preproc_bold.nii.gz	derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-ICA_decomposition.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-ICA_status_table.tsv
