subject	session	task	run	run_key	nss_count	selection_reason	configuration	component	classification	normalized_variance_fraction	kappa	rho	motion24_r2	motion24_f	motion24_p	reason_for_review	metrics_path	report_path	component_figure_path
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	fastica	ICA_02	rejected	0.03557223053239326	28.65053360038377	30.123517317521006	0.1692370098304517	1.5702857488192783	0.0514719143467508	rejected_lowest_motion24_r2	derivatives/tedana-audit/benchmark/motion-fastica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-fastica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_tedana_report.html	
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	fastica	ICA_05	rejected	0.27584061249502545	44.86515090936557	19.78166892928293	0.8545241280153659	45.27868938166046	0.0	rejected_largest_variance	derivatives/tedana-audit/benchmark/motion-fastica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-fastica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_tedana_report.html	
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	fastica	ICA_13	accepted	0.02987503666768869	28.18431490589024	19.344197279501675	0.8455175780824316	42.18946887387497	0.0	accepted_highest_motion24_r2	derivatives/tedana-audit/benchmark/motion-fastica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-fastica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_tedana_report.html	
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	robustica	ICA_00	rejected	0.03594414406678657	29.19634357654116	29.72729188069088	0.2029088961673935	1.9622467249182336	0.0068984648268015	rejected_lowest_motion24_r2	derivatives/tedana-audit/benchmark/motion-robustica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-robustica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_tedana_report.html	
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	robustica	ICA_03	rejected	0.3059206871132753	48.112509805504246	20.362724117477484	0.947873622171768	140.1694524344405	0.0	rejected_largest_variance	derivatives/tedana-audit/benchmark/motion-robustica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-robustica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_tedana_report.html	
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	robustica	ICA_14	accepted	0.04239682289472825	26.865116948021257	18.74613523967749	0.9481429419467022	140.9374561252751	0.0	accepted_highest_motion24_r2	derivatives/tedana-audit/benchmark/motion-robustica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-robustica/sub-10418_ses-01_task-doors_run-1/sub-10418_ses-01_task-doors_run-1_tedana_report.html	
10585	01	socialdoors	1	sub-10585_ses-01_task-socialdoors_run-1	1	high_motion_ordinary_classification	fastica	ICA_00	accepted	0.016657311950096353	29.87501706346965	14.092816529907427	0.923294593194602	95.7935880080614	0.0	accepted_highest_motion24_r2	derivatives/tedana-audit/benchmark/motion-fastica/sub-10585_ses-01_task-socialdoors_run-1/sub-10585_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-fastica/sub-10585_ses-01_task-socialdoors_run-1/sub-10585_ses-01_task-socialdoors_run-1_tedana_report.html	
10585	01	socialdoors	1	sub-10585_ses-01_task-socialdoors_run-1	1	high_motion_ordinary_classification	fastica	ICA_09	rejected	0.010789109923065305	20.5225375926493	24.2413528373059	0.6348464606311147	13.836151658070976	0.0	rejected_lowest_motion24_r2	derivatives/tedana-audit/benchmark/motion-fastica/sub-10585_ses-01_task-socialdoors_run-1/sub-10585_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-fastica/sub-10585_ses-01_task-socialdoors_run-1/sub-10585_ses-01_task-socialdoors_run-1_tedana_report.html	
10585	01	socialdoors	1	sub-10585_ses-01_task-socialdoors_run-1	1	high_motion_ordinary_classification	fastica	ICA_10	rejected	0.3663347524591234	57.14213889312314	23.06615254333976	0.9781288179309684	355.9146986872766	0.0	rejected_largest_variance	derivatives/tedana-audit/benchmark/motion-fastica/sub-10585_ses-01_task-socialdoors_run-1/sub-10585_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-fastica/sub-10585_ses-01_task-socialdoors_run-1/sub-10585_ses-01_task-socialdoors_run-1_tedana_report.html	
10585	01	socialdoors	1	sub-10585_ses-01_task-socialdoors_run-1	1	high_motion_ordinary_classification	robustica	ICA_00	rejected	0.3656723150526496	57.17611191746207	23.06010521862747	0.9782322328528296	357.64339694647106	0.0	rejected_largest_variance	derivatives/tedana-audit/benchmark/motion-robustica/sub-10585_ses-01_task-socialdoors_run-1/sub-10585_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/motion-robustica/sub-10585_ses-01_task-socialdoors_run-1/sub-10585_ses-01_task-socialdoors_run-1_tedana_report.html	
