subject	session	task	run	run_key	nss_count	selection_reason	configuration	classification	n_components	normalized_variance_fraction	motion24_r2_min	motion24_r2_q25	motion24_r2_median	motion24_r2_q75	motion24_r2_p95	motion24_r2_max	motion24_r2_variance_weighted_mean	motion24_r2_gt_10_count	motion24_r2_gt_25_count	motion24_r2_gt_50_count	motion24_r2_gt_10_fraction	motion24_r2_gt_25_fraction	motion24_r2_gt_50_fraction	motion24_r2_gt_10_variance	motion24_r2_gt_25_variance	motion24_r2_gt_50_variance
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	fastica	accepted	8	0.20100681285434557	0.1863820575532989	0.2273450793025141	0.4264555707648128	0.5761312516155486	0.8151963324429844	0.8455175780824316	0.45565225441188856	8	5	3	1.0	0.625	0.375	0.20100681285434557	0.12020138386217032	0.08363234653017253
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	fastica	rejected	8	0.7989931871456544	0.1692370098304517	0.23482374683103105	0.39543376699220373	0.8781834888301797	0.9693836070963188	0.9802723956156943	0.7535132437551147	8	5	3	1.0	0.625	0.375	0.7989931871456544	0.6829870188827905	0.6043733627371025
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	robustica	accepted	10	0.2800417135043485	0.1868181227309072	0.21533078821597573	0.4245297479048499	0.682660251174216	0.9027909183202955	0.9481429419467022	0.500329238538398	10	7	4	1.0	0.7	0.4	0.2800417135043485	0.19822961516073156	0.12590314190030244
10418	01	doors	1	sub-10418_ses-01_task-doors_run-1	7	nss_count_7_coverage	robustica	rejected	5	0.7199582864956515	0.2029088961673935	0.2238910734612285	0.4901261858874554	0.947873622171768	0.9618930812924003	0.9653979460725584	0.8495478291195705	5	3	2	1.0	0.6	0.4	0.7199582864956515	0.6346213707646318	0.6051348669338108
10585	01	socialdoors	1	sub-10585_ses-01_task-socialdoors_run-1	1	high_motion_ordinary_classification	fastica	accepted	16	0.2150251297931024	0.0822289631586215	0.19418385257163578	0.35521530646287747	0.5973103586990285	0.9008379914386864	0.923294593194602	0.4543608329345592	15	11	5	0.9375	0.6875	0.3125	0.20588305826731218	0.147064057413817	0.08374770280420113
10585	01	socialdoors	1	sub-10585_ses-01_task-socialdoors_run-1	1	high_motion_ordinary_classification	fastica	rejected	6	0.7849748702068978	0.6348464606311147	0.7014744053155697	0.905799795190322	0.972415747939036	0.9902222033481249	0.9942533318205105	0.9728016720955089	6	6	6	1.0	1.0	1.0	0.7849748702068978	0.7849748702068978	0.7849748702068978
10585	01	socialdoors	1	sub-10585_ses-01_task-socialdoors_run-1	1	high_motion_ordinary_classification	robustica	accepted	9	0.08353131375318694	0.2120325427976879	0.2945078098023037	0.3549428940557386	0.587881665062081	0.8110950235887946	0.886704062972356	0.4618588109302586	9	8	4	1.0	0.8888888888888888	0.4444444444444444	0.08353131375318694	0.07262221492222262	0.037674064160326606
10585	01	socialdoors	1	sub-10585_ses-01_task-socialdoors_run-1	1	high_motion_ordinary_classification	robustica	rejected	13	0.9164686862468132	0.0850387270744883	0.1424990914943442	0.6445011101165992	0.9262300478614488	0.984667245278044	0.9943197639158656	0.8973591425215921	11	9	8	0.8461538461538461	0.6923076923076923	0.6153846153846154	0.8963810627664118	0.85853446772477	0.840459518720668
10590	01	socialdoors	1	sub-10590_ses-01_task-socialdoors_run-1	6	nss_count_6_coverage	fastica	accepted	9	0.2247129256298544	0.1898832881991651	0.3095713329071178	0.3501238089362872	0.4545661401356673	0.8040673410447673	0.9286072362749156	0.42825572390485406	9	7	2	1.0	0.7777777777777778	0.2222222222222222	0.2247129256298544	0.17481499121317923	0.0503509903717272
10590	01	socialdoors	1	sub-10590_ses-01_task-socialdoors_run-1	6	nss_count_6_coverage	fastica	rejected	11	0.7752870743701459	0.1607719805699548	0.2077086619467881	0.8855169172168327	0.919751718394458	0.9448166335429609	0.9465108607784396	0.7935841180828153	11	6	6	1.0	0.5454545454545454	0.5454545454545454	0.7752870743701459	0.6371698057259879	0.6371698057259879
10590	01	socialdoors	1	sub-10590_ses-01_task-socialdoors_run-1	6	nss_count_6_coverage	robustica	accepted	13	0.5332906372656263	0.1674266582292604	0.2173616557943026	0.3334979921721044	0.4525592492480503	0.937577714115306	0.9501024399346686	0.5076111907838734	13	8	3	1.0	0.6153846153846154	0.23076923076923078	0.5332906372656263	0.3578070963308098	0.18938968337092632
10590	01	socialdoors	1	sub-10590_ses-01_task-socialdoors_run-1	6	nss_count_6_coverage	robustica	rejected	4	0.46670936273437363	0.1705063713286357	0.22767329821171847	0.5971806126746273	0.9503106853081963	0.9567388464242469	0.9583458867032596	0.8437821670229965	4	2	2	1.0	0.5	0.5	0.46670936273437363	0.39847180060499926	0.39847180060499926
10649	01	ugr	1	sub-10649_ses-01_task-ugr_run-1	0	high_motion_ordinary_classification	fastica	accepted	13	0.15221591255364578	0.1598736649557349	0.3307869481208356	0.4501751419428407	0.6592410680077445	0.8487005299099842	0.937930408940444	0.5472668411036051	13	10	6	1.0	0.7692307692307693	0.46153846153846156	0.15221591255364578	0.12920256791052454	0.08301912683204964
10649	01	ugr	1	sub-10649_ses-01_task-ugr_run-1	0	high_motion_ordinary_classification	fastica	rejected	13	0.8477840874463541	0.1004472722318936	0.6304086224078702	0.886918166245778	0.945691303344962	0.9664471267008674	0.9666688691762128	0.8771450139564266	13	11	10	1.0	0.8461538461538461	0.7692307692307693	0.8477840874463541	0.8081430419984365	0.7858123468970806
10649	01	ugr	1	sub-10649_ses-01_task-ugr_run-1	0	high_motion_ordinary_classification	robustica	accepted	17	0.6068173987240774	0.1601622353932353	0.3643113477192227	0.6999882338326702	0.8934045989541833	0.9657441981713505	0.981090874698722	0.8645747813130409	17	15	11	1.0	0.8823529411764706	0.6470588235294118	0.6068173987240774	0.5919981819289282	0.5532552952672893
10649	01	ugr	1	sub-10649_ses-01_task-ugr_run-1	0	high_motion_ordinary_classification	robustica	rejected	7	0.3931826012759226	0.0881246734513618	0.2856151857895256	0.5906048460761887	0.8402570125992977	0.9556989386883659	0.985903385392182	0.821715450843089	6	5	4	0.8571428571428571	0.7142857142857143	0.5714285714285714	0.37383722839214256	0.35359335969560496	0.3305115911592288
10785	01	sharedreward	1	sub-10785_ses-01_task-sharedreward_run-1	0	ordinary_control	fastica	accepted	16	0.25322554768699984	0.1395127326274423	0.28566135533571885	0.3960544384494392	0.5584124841468572	0.7869452821716222	0.818098372348929	0.45139003626792706	16	12	6	1.0	0.75	0.375	0.25322554768699984	0.20369203312972056	0.10122407553212502
10785	01	sharedreward	1	sub-10785_ses-01_task-sharedreward_run-1	0	ordinary_control	fastica	rejected	17	0.7467744523130001	0.0562993172840281	0.2536486800279958	0.4797719993887461	0.8427662335337103	0.9661434619435071	0.9752642674130138	0.7722063528040558	14	13	8	0.8235294117647058	0.7647058823529411	0.47058823529411764	0.6870256349810359	0.671514360894113	0.599616621712795
10785	01	sharedreward	1	sub-10785_ses-01_task-sharedreward_run-1	0	ordinary_control	robustica	accepted	13	0.18526772450997026	0.1381594604226153	0.2489689131638476	0.3753856583713461	0.5983115593357872	0.7313451412177842	0.8695459073211412	0.4433640969751109	13	9	5	1.0	0.6923076923076923	0.38461538461538464	0.18526772450997026	0.13744532861650735	0.07353238460778463
10785	01	sharedreward	1	sub-10785_ses-01_task-sharedreward_run-1	0	ordinary_control	robustica	rejected	20	0.8147322754900299	0.0636561213845855	0.286509627584722	0.48803427198237365	0.841742212689961	0.974770872484911	0.9776399862779716	0.7577562145900921	16	15	9	0.8	0.75	0.45	0.742020215832818	0.7332801279183001	0.6147410981009923
10804	01	sharedreward	2	sub-10804_ses-01_task-sharedreward_run-2	8	nss_count_8_coverage	fastica	accepted	14	0.41326290047072306	0.1304070574565727	0.23873999198328913	0.3047370734899829	0.38150999781926315	0.7490094112338337	0.90835305883695	0.44865294105961806	14	10	3	1.0	0.7142857142857143	0.21428571428571427	0.41326290047072306	0.3144939023023966	0.16723441274628423
10804	01	sharedreward	2	sub-10804_ses-01_task-sharedreward_run-2	8	nss_count_8_coverage	fastica	rejected	13	0.586737099529277	0.1041272126550305	0.263208627786114	0.4327594891856848	0.7186615440423495	0.8283764941907836	0.902536433983503	0.5955534602053748	13	10	6	1.0	0.7692307692307693	0.46153846153846156	0.586737099529277	0.5208568104978982	0.3968174855277014
10804	01	sharedreward	2	sub-10804_ses-01_task-sharedreward_run-2	8	nss_count_8_coverage	robustica	accepted	14	0.6419288520870146	0.1317889033691339	0.2092881051409448	0.29476274267790126	0.4876202126625913	0.7977090666710503	0.8973603047872551	0.39689587395211406	14	9	4	1.0	0.6428571428571429	0.2857142857142857	0.6419288520870146	0.4122098665866584	0.21101717110484147
10804	01	sharedreward	2	sub-10804_ses-01_task-sharedreward_run-2	8	nss_count_8_coverage	robustica	rejected	7	0.3580711479129853	0.1360989362410036	0.15025654963452922	0.1621581715381261	0.2594942098159948	0.3898758988203875	0.4354260875576101	0.2530291858378223	7	2	0	1.0	0.2857142857142857	0.0	0.3580711479129853	0.14122335555113952	0.0
10807	01	sharedreward	2	sub-10807_ses-01_task-sharedreward_run-2	1	high_motion_ordinary_classification	fastica	accepted	25	0.3270665170621158	0.1540552794189075	0.2994624968041853	0.4116108203234734	0.5317370216407044	0.8368668197527196	0.9409910447279988	0.4707837825746028	25	20	8	1.0	0.8	0.32	0.3270665170621158	0.2797367706112625	0.1312128235872007
10807	01	sharedreward	2	sub-10807_ses-01_task-sharedreward_run-2	1	high_motion_ordinary_classification	fastica	rejected	18	0.6729334829378842	0.0360430324859945	0.1479500041712556	0.37806740687026746	0.7948260583178545	0.9370290359659059	0.9452064271462768	0.7628804432276832	14	12	7	0.7777777777777778	0.6666666666666666	0.3888888888888889	0.6333319156591826	0.6236804662356558	0.5562328702577811
10807	01	sharedreward	2	sub-10807_ses-01_task-sharedreward_run-2	1	high_motion_ordinary_classification	robustica	accepted	22	0.3868141197143599	0.1333422204408861	0.32655656133019545	0.4174158435565962	0.6588974511154839	0.9428609075653918	0.9543117763312894	0.5844558438271688	22	17	7	1.0	0.7727272727272727	0.3181818181818182	0.3868141197143599	0.340739061994467	0.1984494132796162
10807	01	sharedreward	2	sub-10807_ses-01_task-sharedreward_run-2	1	high_motion_ordinary_classification	robustica	rejected	15	0.6131858802856399	0.0326264298879781	0.0957054284437	0.3289716477250949	0.6420017475174361	0.8562335158004751	0.9189691097659488	0.7217912667770651	11	9	6	0.7333333333333333	0.6	0.4	0.5724194903227692	0.5585351318305815	0.5020803695644926
10881	02	ugr	1	sub-10881_ses-02_task-ugr_run-1	1	high_rejected_fraction;high_rejected_variance	fastica	rejected	36	0.9999999999999999	0.1569151952491804	0.27371543805465226	0.41244350498459653	0.6197042417241712	0.9807417420895947	0.991237709313816	0.7306945779815023	36	29	14	1.0	0.8055555555555556	0.3888888888888889	0.9999999999999999	0.8821597876091787	0.6874360099819827
10881	02	ugr	1	sub-10881_ses-02_task-ugr_run-1	1	high_rejected_fraction;high_rejected_variance	robustica	rejected	31	0.9999999999999998	0.1573299138849428	0.2524242023935668	0.3603769335957018	0.652431826807955	0.9764109799009739	0.9892015901091652	0.7338966773550489	31	24	10	1.0	0.7741935483870968	0.3225806451612903	0.9999999999999998	0.8670173328860288	0.6875724049730976
10913	01	sharedreward	1	sub-10913_ses-01_task-sharedreward_run-1	1	ordinary_control	fastica	accepted	20	0.791521948470243	0.1470523933500721	0.3028717412064981	0.5725136113831149	0.8216104041967597	0.9735712583069226	0.9867503945291598	0.8654274882343498	20	17	11	1.0	0.85	0.55	0.791521948470243	0.7681062702932885	0.7226237898637436
10913	01	sharedreward	1	sub-10913_ses-01_task-sharedreward_run-1	1	ordinary_control	fastica	rejected	12	0.20847805152975704	0.0937119915354781	0.1718242660810182	0.29916993592965024	0.44706914848084656	0.7642319818906813	0.9314045295797848	0.33688146042522227	11	6	2	0.9166666666666666	0.5	0.16666666666666666	0.18756144620824539	0.09606514486367529	0.03113302263760924
10913	01	sharedreward	1	sub-10913_ses-01_task-sharedreward_run-1	1	ordinary_control	robustica	accepted	18	0.8250080968512674	0.1275291512624111	0.29205213911239425	0.61505489478373	0.7663621331332728	0.976132005464722	0.9872093383557392	0.8595284671289889	18	15	10	1.0	0.8333333333333334	0.5555555555555556	0.8250080968512674	0.7914933194511731	0.7481933441557915
10913	01	sharedreward	1	sub-10913_ses-01_task-sharedreward_run-1	1	ordinary_control	robustica	rejected	9	0.1749919031487327	0.0991805528707769	0.1752360946510356	0.2655713987692384	0.4461807339703477	0.6249849759273681	0.7313019390238948	0.2983708627833073	8	5	1	0.8888888888888888	0.5555555555555556	0.1111111111111111	0.1524100128676099	0.08112795699725744	0.014548278056394897
11005	01	socialdoors	1	sub-11005_ses-01_task-socialdoors_run-1	1	high_rejected_count_high_motion	fastica	accepted	132	0.5718615202536287	0.0543960686168416	0.22303502512587242	0.3627398499273446	0.46674190678483624	0.600007047142133	0.9387694540419405	0.41686021746943674	128	90	26	0.9696969696969697	0.6818181818181818	0.19696969696969696	0.5619649071620726	0.45954581149695145	0.1660595817411252
11005	01	socialdoors	1	sub-11005_ses-01_task-socialdoors_run-1	1	high_rejected_count_high_motion	fastica	rejected	32	0.42813847974637126	0.1084706622398765	0.22783416943722531	0.42738680234382825	0.553855735758576	0.898814822074991	0.9923323872371068	0.6255413182661506	32	23	11	1.0	0.71875	0.34375	0.42813847974637126	0.38085070268182813	0.23133350627498367
11005	01	socialdoors	1	sub-11005_ses-01_task-socialdoors_run-1	1	high_rejected_count_high_motion	robustica	accepted	90	0.5109352681825822	0.0529028318126271	0.17482397118732362	0.2647108908203485	0.4205725199976471	0.5793169935750254	0.8516065973521424	0.3951964987616606	85	50	13	0.9444444444444444	0.5555555555555556	0.14444444444444443	0.49503632048757124	0.3833974966981878	0.13271286218909192
11005	01	socialdoors	1	sub-11005_ses-01_task-socialdoors_run-1	1	high_rejected_count_high_motion	robustica	rejected	32	0.4890647318174178	0.1525371790768327	0.3609813617788955	0.4589117954308872	0.5238010771994444	0.884189862482162	0.9932920613081668	0.6191720861131863	32	29	9	1.0	0.90625	0.28125	0.4890647318174178	0.4658931531528472	0.23705368522446327
11005	01	ugr	1	sub-11005_ses-01_task-ugr_run-1	0	high_rejected_count_high_motion	fastica	accepted	124	0.5113885070332298	0.0381026103019612	0.23888609109536274	0.3264876415382731	0.43708487036404287	0.6508648027884153	0.8685863584874862	0.43861113090513	120	88	21	0.967741935483871	0.7096774193548387	0.1693548387096774	0.500388808059288	0.4291543407876476	0.1630442745947131
11005	01	ugr	1	sub-11005_ses-01_task-ugr_run-1	0	high_rejected_count_high_motion	fastica	rejected	35	0.4886114929667701	0.0638242216041883	0.3126766434735837	0.5235651027710815	0.7264820917850369	0.9658281634354071	0.9788292534669036	0.7478624318052265	33	29	19	0.9428571428571428	0.8285714285714286	0.5428571428571428	0.48163993955042894	0.46931253885801205	0.40353003059965303
11005	01	ugr	1	sub-11005_ses-01_task-ugr_run-1	0	high_rejected_count_high_motion	robustica	accepted	70	0.4719544551331753	0.0402775511091547	0.24200717798386134	0.2926434391558293	0.3719116045604416	0.6664352980943767	0.8642582889460857	0.40666953050485355	66	50	9	0.9428571428571428	0.7142857142857143	0.12857142857142856	0.45766863761935467	0.39177221206893176	0.1361672898321067
11005	01	ugr	1	sub-11005_ses-01_task-ugr_run-1	0	high_rejected_count_high_motion	robustica	rejected	37	0.5280455448668249	0.0610053270876331	0.3175354545989014	0.5057787927543234	0.6434564588028393	0.8339966070497594	0.9637645754126722	0.6080585474475042	35	31	19	0.9459459459459459	0.8378378378378378	0.5135135135135135	0.5240476373325633	0.5034358792823187	0.3827435862799491
