sub,task,run,tsnr,fd_mean
10317,ugr,2,22.25673933373764,0.17472888088414582
10317,ugr,1,21.12941190134734,0.20044653217903485
10369,ugr,1,15.867485656170174,0.2558463844538629
10369,ugr,2,21.41954317642376,0.11876885211715134
10402,ugr,2,17.744300341699272,0.2353772465461178
10402,ugr,1,15.587471736595035,0.31729565083045036
10418,ugr,2,21.029210619279183,0.15782862893314778
10418,ugr,1,19.90347064798698,0.15050190524095736
10462,ugr,1,19.612563786562532,0.14476218000649346
10462,ugr,2,18.614152551162988,0.18219840136937296
10478,ugr,1,24.26448773185257,0.08090808069911723
10478,ugr,2,24.089822376612574,0.07667825066007256
10486,ugr,1,19.992812522687018,0.16821806703879943
10529,ugr,2,20.97689969453495,0.1760440372560528
10529,ugr,1,18.31522474391386,0.1790748567202836
10541,ugr,1,15.646409669599961,0.37801699138378464
10541,ugr,2,14.117558218364138,0.3960093046602186
10559,ugr,1,13.520171754062176,0.19590331036660244
10559,ugr,2,15.45076871640049,0.24421701445685803
10572,ugr,1,13.454132287530228,0.344786567408629
10581,ugr,2,17.62634252139833,0.38944671194981567
10581,ugr,1,14.948886647529434,0.276248562503449
10584,ugr,1,15.362717971613165,0.18326349815992793
10585,ugr,2,16.950127535965294,0.27460092185777496
10585,ugr,1,17.154492453555577,0.21861745782131223
10589,ugr,1,20.527701429091394,0.0865980294342871
10589,ugr,2,20.37077969580423,0.10270281834299029
10590,ugr,1,22.333841479034163,0.10650346752945741
10590,ugr,2,21.76593426032923,0.11791045589984007
10596,ugr,2,21.5064829448238,0.24897931638435328
10596,ugr,1,21.429799623787403,0.2539123404462059
10603,ugr,1,15.754596368526109,0.3023953788602454
10606,ugr,2,21.801492584869266,0.11813561925133394
10606,ugr,1,21.808093040715903,0.12347340959481345
10608,ugr,1,22.434230636106804,0.18997138133132724
10608,ugr,2,21.383977309567854,0.17375695182351641
10617,ugr,1,14.71413324214518,0.3029142453980289
10638,ugr,1,19.920127658871934,0.1909012431269509
10638,ugr,2,21.379122255835682,0.18302797145020225
10640,ugr,1,32.71351091377437,0.10277278820638164
10640,ugr,2,31.490877483738586,0.09479615312587972
10641,ugr,1,20.827828314271756,0.19377909286898073
10642,ugr,2,33.45044343767222,0.26752298901138194
10642,ugr,1,30.13967258541379,0.2774991046981104
10644,ugr,2,14.020711748453323,0.297539428250052
10644,ugr,1,17.359108846634626,0.19272671260655513
10647,ugr,2,41.03303277329542,0.1320985189294659
10647,ugr,1,38.207917772233486,0.12324051564692616
10649,ugr,1,16.405463691509794,0.26292780060168247
10649,ugr,2,16.061909787822515,0.25987771227872364
10652,ugr,1,21.764729636139236,0.1627553103248578
10652,ugr,2,22.233027091715485,0.18604836734203586
10656,ugr,1,20.526365542929852,0.1298552632030673
10656,ugr,2,19.88477411144413,0.1476340074157622
10657,ugr,2,15.127578609623015,0.5549918536499889
10657,ugr,1,14.350949134677649,0.4712631797202197
10661,ugr,2,21.810962037183344,0.0993344683712546
10661,ugr,1,21.574871899792925,0.09843786537475697
10663,ugr,1,17.06089121417608,0.22982562708347598
10663,ugr,2,20.445147556602024,0.22433400675136103
10668,ugr,1,27.398667990230024,0.12750731789980269
10673,ugr,1,18.70890654041432,0.34988646747239044
10673,ugr,2,18.834713555057533,0.32992277357139504
10674,ugr,1,22.944961841683835,0.07917628653932496
10674,ugr,2,22.587718561291695,0.08905109726368245
10677,ugr,1,12.828738711308688,0.3134024751811428
10677,ugr,2,13.96435575792566,0.24964510468493423
10685,ugr,1,35.57661193655804,0.06765574882743777
10685,ugr,2,34.05534439138137,0.07874444607941032
10690,ugr,1,30.555646439781412,0.2579399230438059
10691,ugr,2,19.768166528549045,0.13440768691297358
10691,ugr,1,21.535255595343187,0.11197991155842403
10700,ugr,2,23.473525799578056,0.1791382897035503
10700,ugr,1,23.909259354695678,0.16724155974302848
10701,ugr,1,22.50519052706659,0.07442141750749441
10701,ugr,2,20.79118273453787,0.07803732948996828
10713,ugr,1,26.73045271995943,0.3833244498828356
10716,ugr,2,23.510049296543002,0.38407222526982243
10716,ugr,1,33.55369383003563,0.17136684862936208
10718,ugr,2,31.416514717100654,0.22858701969717418
10718,ugr,1,36.77574761165306,0.19290406284958075
10720,ugr,1,39.333917867043056,0.09881217293514391
10720,ugr,2,33.641535609727725,0.12665366535428352
10723,ugr,1,18.834001318435185,0.12296053438958994
10723,ugr,2,21.245509171276353,0.11807406786702705
10741,ugr,1,19.824539086781442,0.2121402620523052
10741,ugr,2,19.382482937071472,0.1851896446702919
10748,ugr,1,35.06662507681176,0.09362118870534052
10748,ugr,2,28.349712484749034,0.11737219372399353
10767,ugr,1,35.39259203779511,0.10300241845517069
10767,ugr,2,36.176822781097144,0.10055525961326081
10770,ugr,1,19.774299226817675,0.21263314155797067
10770,ugr,2,26.944373544305563,0.29579503826156894
10777,ugr,1,36.175477389246225,0.12511520826208034
10781,ugr,1,25.69809952081414,0.11246529867666562
10781,ugr,2,26.645721289794892,0.10278863162970626
10783,ugr,2,32.02396521787159,0.27257866831929295
10783,ugr,1,33.04593899147585,0.22533770778069714
10785,ugr,1,35.475160067901015,0.18327036219366463
10785,ugr,2,36.099729824170936,0.1817132678740974
10794,ugr,2,30.211798287928104,0.0872137395941846
10794,ugr,1,32.44252840487752,0.06742870697024818
10800,ugr,2,23.655903202015907,0.21076271624073062
10800,ugr,1,31.980881276074797,0.12226371275099289
10801,ugr,1,37.23355414747493,0.16587743231644228
10801,ugr,2,35.114591999561526,0.16674650156739307
10802,ugr,2,36.956129972822964,0.1138848493908365
10802,ugr,1,30.826871015131474,0.12675932577234691
10803,ugr,1,34.537238045595586,0.15442690382119117
10804,ugr,1,38.69147403491661,0.13290359798624388
10804,ugr,2,31.517189499922097,0.17570035030375705
10806,ugr,2,34.39097644016147,0.13222684522574593
