subject	cjv	cnr	efc	fber	snr	wm2max	qi_1	qi_2	inu_med	inu_range	rpve	summary_wm_mean	summary_wm_stdv	summary_gm_mean	summary_gm_stdv	summary_csf_mean	summary_csf_stdv	fwhm_avg	fwhm_x	fwhm_y	fwhm_z
sub-10317
sub-10317_ses	5.718609523809524	0.2201002496100583	0.5392	2704	NA	0.5	0	0.0007599207093063184	1.0021096467971802	0.26261512041091906	NA	325.6438	55.3063	345.7257	74.0828	181.5665	117.2403	2.5117448658275356	2.7511738181818184	3.040872727272727	1.7431880520280616
sub-10369
sub-10369_ses	4.394857142857142	0.2609325532210973	0.5745	1740.0816	NA	0.5209348910532409	0	0.000869990106459324	0.8686955571174622	0.20382583141326904	NA	369.7555	63.5059	390.3523	74.0664	183.7357	129.5286	2.5530516965025023	2.8505250909090907	3.1326720000000003	1.6759579985984157
sub-10402
sub-10402_ses	4.447807692307692	0.2396982314209423	0.5541	969.8776	NA	0.5254237288135594	0	0.0012349507273398533	0.9955530166625977	0.35962936878204355	NA	317.1037	65.3873	339.6737	71.9399	134.459	108.3675	2.868602906823677	3.1858967272727274	3.5433427912141826	1.876569201984122
sub-10418
sub-10418_ses	68.1997	0.023341536696871668	0.5658	1324.96	NA	0.4456692913385827	0	0.0013024050243269861	0.9183832406997681	0.2604137897491454	NA	286.6476	44.313	281.8226	67.3326	99.9699	77.6516	2.717971004961555	3.0413728799651487	3.3167941818181816	1.7957459531013358
sub-10462
sub-10462_ses	5.396672	0.22544628062551408	0.6065	1235.0204	NA	0.47685185185185186	0	0.0014705547556010466	0.9970855116844177	0.2835989147424697	NA	317.7282	60.7981	336.9342	76.5982	172.2503	123.8636	2.5553607169927997	2.841925818181818	3.0863709090909093	1.737785423705672
sub-10478
sub-10478_ses	3.5320823529411767	0.31944855495937735	0.5396	1936	NA	0.5374823196605375	0	0.0011767649492469647	0.9560803771018982	0.24602512419223777	NA	389.1234	65.4207	414.6497	76.0216	204.7663	141.4573	2.6071812170916684	3.0017047272727275	3.077794909090909	1.742044014911368
sub-10486
sub-10486_ses	6.788757894736842	0.1898980491162154	0.5255	2584.0278	NA	0.5128174148496999	0	0.0007131873752721214	0.942321240901947	0.20774744749069218	NA	387.9773	57.2574	404.2596	75.8641	177.0678	129.2441	2.678381155027014	3.0226734545454543	3.2707723636363637	1.7416976468992236
sub-10529
sub-10529_ses	22.239042857142856	0.06790625715709818	0.5553	1534.0278	NA	0.5383411580594679	0	0.0007533439938686576	0.8569119572639465	0.20663996040821075	NA	351.4836	60.1744	355.0966	77.1964	130.8007	95.5006	2.6759955482828226	3.0366370909090907	3.1885614545454546	1.8027880993939236
sub-10541
sub-10541_ses	142.3299	0.01068377507031172	0.5845	768.0816	NA	0.5067114093959731	0	0.0010851170989372738	0.957439124584198	0.28866082429885864	NA	308.6456	54.1556	306.0992	72.1282	115.7372	84.6678	2.7342835819405065	3.088779636363636	3.2758690909090906	1.8382020185487933
sub-10559
sub-10559_ses	3.5692296296296298	0.2707418423486272	0.5888	471.5102	NA	0.4381139489194499	0	0.0006931518915357779	0.9514510035514832	0.28629919290542527	NA	227.3494	58.1776	251.4579	63.8144	165.2535	98.2681	2.4313675253821048	2.8958487272727274	3.0645178181818182	1.333736030691768
sub-10572
sub-10572_ses	10.9341875	0.12708870818074994	0.531	1008.0625	NA	0.42736842105263156	0	0.0007835783776557407	0.9369318783283234	0.28567448556423125	NA	207.4902	37.4933	213.2069	47.5303	86.3369	63.9894	2.5187988602714557	2.893405090909091	2.9827260250581236	1.6802654648471527
sub-10581
