subject	session	status	source_relative	reason
11116	02	active	Smith-SRA-11116-2-socialdoors/Smith-SRA-11116-2-socialdoors	August 27 Doors and Faces DICOM series timestamp-match the recovered completed behavior and remain part of ses-02
