onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.036835	1.540336	choice_friend	1.540336	2	high	0	2
9.292282	1.000000	outcome_friend_defect	1.540336	2	high	0	2
15.445974	1.747508	choice_stranger	1.747508	8	high	0	8
20.700130	1.000000	outcome_stranger_recip	1.747508	8	high	0	8
25.134724	1.475508	choice_friend	1.475508	8	high	2	8
33.387270	1.000000	outcome_friend_recip	1.475508	8	high	2	8
39.437756	1.422457	choice_friend	1.422457	4	high	2	4
44.689796	1.000000	outcome_friend_defect	1.422457	4	high	2	4
47.609760	1.883583	choice_stranger	1.883583	0	low	0	4
57.179478	1.447558	choice_computer	1.447558	4	low	4	8
63.931744	1.000000	outcome_computer_defect	1.447558	4	low	4	8
68.357086	1.619864	choice_computer	1.619864	0	low	0	2
81.043785	1.233308	choice_friend	1.233308	8	high	2	8
86.295685	1.000000	outcome_friend_defect	1.233308	8	high	2	8
97.182110	1.460884	choice_computer	1.460884	8	high	0	8
102.434800	1.000000	outcome_computer_defect	1.460884	8	high	0	8
105.252930	1.473864	choice_friend	1.473864	2	low	2	8
110.505490	1.000000	outcome_friend_recip	1.473864	2	low	2	8
113.324290	1.569581	choice_friend	1.569581	0	low	0	2
121.499756	1.793648	choice_stranger	1.793648	8	high	2	8
128.252500	1.000000	outcome_stranger_defect	1.793648	8	high	2	8
134.305130	1.405000	choice_friend	1.405000	8	high	4	8
139.557650	1.000000	outcome_friend_defect	1.405000	8	high	4	8
148.942340	1.383855	choice_stranger	1.383855	2	low	2	8
155.693730	1.000000	outcome_stranger_recip	1.383855	2	low	2	8
158.619700	1.856904	choice_stranger	1.856904	0	low	0	4
166.800840	1.541611	choice_stranger	1.541611	8	high	4	8
172.052020	1.000000	outcome_stranger_recip	1.541611	8	high	4	8
179.709400	1.417151	choice_computer	1.417151	8	high	2	8
187.964390	1.000000	outcome_computer_defect	1.417151	8	high	2	8
190.772170	1.287657	choice_computer	1.287657	4	low	4	8
197.524610	1.000000	outcome_computer_recip	1.287657	4	low	4	8
206.795320	1.531082	choice_computer	1.531082	8	high	2	8
212.045870	1.000000	outcome_computer_recip	1.531082	8	high	2	8
214.972090	1.087308	choice_stranger	1.087308	2	low	2	4
220.224460	1.000000	outcome_stranger_recip	1.087308	2	low	2	4
223.146290	1.196404	choice_stranger	1.196404	8	high	4	8
229.898960	1.000000	outcome_stranger_defect	1.196404	8	high	4	8
234.434860	1.640984	choice_stranger	1.640984	2	low	2	8
239.687450	1.000000	outcome_stranger_recip	1.640984	2	low	2	8
244.225890	1.550482	choice_stranger	1.550482	2	low	2	4
249.477920	1.000000	outcome_stranger_defect	1.550482	2	low	2	4
252.289950	1.636408	choice_computer	1.636408	4	high	2	4
259.042420	1.000000	outcome_computer_defect	1.636408	4	high	2	4
263.485960	1.240316	choice_friend	1.240316	8	high	4	8
270.239320	1.000000	outcome_friend_recip	1.240316	8	high	4	8
274.671480	1.704787	choice_friend	1.704787	2	low	2	8
281.423200	1.000000	outcome_friend_defect	1.704787	2	low	2	8
284.242950	1.483375	choice_friend	1.483375	8	high	0	8
290.995150	1.000000	outcome_friend_recip	1.483375	8	high	0	8
293.813700	1.262561	choice_friend	1.262561	8	high	0	8
300.566160	1.000000	outcome_friend_defect	1.262561	8	high	0	8
304.992030	0.883710	choice_computer	0.883710	4	high	2	4
311.744260	1.000000	outcome_computer_recip	0.883710	4	high	2	4
314.665560	1.077168	choice_stranger	1.077168	0	low	0	2
327.466100	1.310089	choice_friend	1.310089	4	high	0	4
332.718020	1.000000	outcome_friend_recip	1.310089	4	high	0	4
340.376000	1.933292	choice_computer	1.933292	8	high	0	8
347.128750	1.000000	outcome_computer_recip	1.933292	8	high	0	8
353.167600	1.575075	choice_computer	1.575075	4	high	0	4
358.418760	1.000000	outcome_computer_recip	1.575075	4	high	0	4
361.338870	1.603719	choice_stranger	1.603719	0	low	0	2
369.409820	1.182629	choice_friend	1.182629	4	high	0	4
377.662020	1.000000	outcome_friend_defect	1.182629	4	high	0	4
380.471900	1.487602	choice_computer	1.487602	2	high	0	2
385.724180	1.000000	outcome_computer_defect	1.487602	2	high	0	2
388.533720	1.458061	choice_computer	1.458061	0	low	0	4
398.323180	1.269332	choice_stranger	1.269332	8	high	0	8
403.576020	1.000000	outcome_stranger_defect	1.269332	8	high	0	8
408.000180	1.259245	choice_computer	1.259245	8	high	2	8
413.253080	1.000000	outcome_computer_defect	1.259245	8	high	2	8
417.677700	1.281284	choice_computer	1.281284	8	high	2	8
422.929660	1.000000	outcome_computer_recip	1.281284	8	high	2	8
425.748570	1.427297	choice_friend	1.427297	4	high	2	4
431.000730	1.000000	outcome_friend_recip	1.427297	4	high	2	4
433.919920	1.139005	choice_stranger	1.139005	8	high	2	8
440.671900	1.000000	outcome_stranger_defect	1.139005	8	high	2	8
